 Bit Depth        ROP   ROP m/hr        WOB        RPM     TORQUE        SPP    FLWpmps T GAS main   C1  main   C2  main   C3  main   iC4 main   nC4 main   iC5 main   nC5 main        CO2   H2S Atmo   H2S Unit 
        ft       mn/f      ft/hr       klbs        rpm      lb*ft        psi        gpm   Units_20        ppm        ppm        ppm        ppm        ppm        ppm        ppm          %        ppm        ppm 
    3485.0       0.59     102.52        5.8        127       5729       1729        650       10.2       1307         56         54          0         22          0          0       0.02          0          0 
    3490.0       0.58     104.33        6.0        127       6299       1727        650       10.7       1429         60         57         11         21         11          0       0.03          0          0 
    3495.0       0.60     100.36        6.1        127       6010       1714        650       11.7       1545         64         62         12         23         13         12       0.04          0          0 
    3500.0       0.66      91.07        6.2        127       6038       1710        650       11.8       1543         69         66         15         27         12         10       0.04          0          0 
    3505.0       0.58     103.92        5.9        127       5865       1713        650       15.4       2077         96         88         20         36         16         13       0.06          0          0 
    3510.0       0.58     103.91        5.9        127       6048       1720        650       15.4       2077         94         88         20         37         14         12       0.06          0          0 
    3515.0       0.63      95.28        6.0        127       5659       1731        650       15.0       1975         94         87         20         36         15         13       0.05          0          0 
    3520.0       0.70      85.12        6.3        127       6091       1743        650       14.6       1896         89         87         22         37         16         14       0.05          0          0 
    3525.0       0.74      80.85        6.3        127       5796       1754        650       14.1       1811         88         84         22         37         16         14       0.05          0          0 
    3530.0       0.59     101.77        6.1        127       5892       1751        650       13.3       1699         82         81         18         35         17         14       0.04          0          0 
    3535.0       0.69      86.58        6.3        127       5799       1760        650       13.8       1780         83         84         20         35         14         11       0.05          0          0 
    3540.0       0.66      90.79        6.4        124       5630       1751        650       25.9       3483        172        159         39         68         24         25       0.07          0          0 
    3545.0       0.72      83.55        6.5        118       5686       1627        624       14.3       2397        113        108         26         47         14         14       0.02          0          0 
    3550.0       0.99      60.50        6.6        118       5490       1825        664       11.9       1503         70         72         17         30         16         12       0.03          0          0 
    3555.0       0.70      85.27        6.5        118       5569       1833        667       10.8       1242         54         63         12         26         12         10       0.03          0          0 
    3560.0       0.68      88.17        6.7        118       5357       1832        667        7.4        822         37         40          0         17          0          0       0.03          0          0 
    3565.0       0.72      76.42        6.7        118       5003       1837        667        7.6        853         43         45          0         19          0         10       0.03          0          0 
    3570.0       0.84      71.08        5.8        122       5259       1827        667        6.5        707         33         49         15         29         13         12       0.04          0          0 
    3575.0       0.48     126.04        6.4        128       6409       1822        664        8.3        961         43         41          0         19          0          0       0.04          0          0 
    3580.0       0.47     127.18        7.8        128       6962       1744        647        9.2       1091         48         47         11         20          0          0       0.04          0          0 
    3585.0       0.46     130.99        8.1        128       6566       1749        647       11.1       1255         55         53         12         24          0          0       0.04          0          0 
    3590.0       0.41     146.86        8.0        128       6851       1750        647       11.7       1463         66         63         13         26         12         11       0.04          0          0 
    3595.0       0.42     143.86        7.9        128       6862       1751        647       12.2       1562         68         65         15         28         11          0       0.04          0          0 
    3600.0       0.43     140.65        8.1        128       6672       1756        647       14.1       1826         80         78         18         32         14         12       0.04          0          0 
    3601.0       0.40     149.19        8.5        128       7320       1748        647       13.7       1779         81         75         17         32         14         12       0.04          0          0 
    3602.0       0.48     124.40        8.5        128       6694       1760        647       14.0       1779         81         75         15         31         12         11       0.04          0          0 
    3603.0       0.48     126.12        8.7        128       6650       1762        647       13.7       1807         81         79         16         31         13         13       0.04          0          0 
    3604.0       0.44     137.79        8.5        128       6043       1761        647       12.6       1807         79         79         16         31         13         13       0.03          0          0 
    3605.0       0.54     111.98        8.7        128       6166       1772        647       11.9       1579         73         66         15         27         12         10       0.03          0          0 
    3606.0       0.50     120.38        8.3        128       6885       1754        647       10.6       1342         60         57         14         22         12          0       0.04          0          0 
    3607.0       0.44     136.18        8.4        128       7037       1760        647       10.2       1342         60         59         14         24         12          0       0.04          0          0 
    3608.0       0.44     137.08        8.8        128       6517       1764        647       11.7       1275         57         59         12         24         11          0       0.05          0          0 
    3609.0       0.45     132.32        8.9        128       6525       1772        647       15.2       1670         75         71         15         28         16          0       0.05          0          0 
    3610.0       0.46     131.72        8.0        128       6058       1759        647       17.4       2235         98         92         22         39          0          0       0.05          0          0 
    3611.0       0.54     110.98        8.5        108       6034       1759        647       19.5       2690        123        110         29         45          0         14       0.05          0          0 
    3612.0       0.39     154.91        8.7        108       5805       1756        647       19.7       2690        123        110         29         45          0         14       0.04          0          0 
    3613.0       0.42     142.45        8.7        108       5076       1757        647       19.4       2690        123        110         29         45         12         14       0.04          0          0 
    3614.0       0.47     128.19        8.9        108       6064       1762        647       16.8       2427        106        101         23         40         12          0       0.03          0          0 
    3615.0       0.47     126.85        9.0        108       6232       1761        647       14.1       2427        106        101         23         40         13         12       0.01          0          0 
    3616.0       0.40     151.41        9.0        108       6252       1764        647        8.1       1771         75         75         18         32         13         12       0.00          0          0 
    3617.0       0.45     132.25        8.9        108       6107       1761        647       10.6       1771         75         75         18         32         13         12       0.04          0          0 
    3618.0       0.42     142.45        9.1        108       5653       1759        647       11.6       1452         65         70         19         28          0         11       0.04          0          0 
    3619.0       0.39     152.00        9.2        107       6001       1762        647       11.8       1452         65         70         19         28          0         11       0.04          0          0 
    3620.0       0.45     134.74        8.9        108       5902       1763        647       11.7       1514         65         69         14         29         12          0       0.04          0          0 
    3621.0       0.41     145.66        9.1        108       5989       1765        647       11.6       1514         65         69         14         29         12          0       0.04          0          0 
    3622.0       0.44     137.17        9.1        108       6428       1768        647       11.5       1475         65         68         16         29          0          0       0.04          0          0 
    3623.0       0.47     127.39        9.0        108       5593       1771        647       11.8       1516         66         70         16         31         13          0       0.04          0          0 
    3624.0       0.47     128.10        8.9        108       5626       1770        647       12.5       1516         66         70         14         31         13          0       0.04          0          0 
    3625.0       0.47     126.92        8.9        108       5811       1772        647       13.9       1659         74         76         17         32         14          0       0.04          0          0 
    3626.0       0.46     129.75        9.1        108       5602       1775        647       14.0       1815         82         83         19         35         14         10       0.04          0          0 
    3627.0       0.47     128.16        8.7        108       6040       1772        647       13.6       1815         82         83         19         35         13         10       0.04          0          0 
    3628.0       0.51     118.06        8.7        108       5898       1766        647       13.4       1736         70         77         17         36         13         12       0.04          0          0 
    3629.0       0.46     129.87        9.0        108       6386       1771        647       12.4       1736         72         77         17         36         13         12       0.04          0          0 
    3630.0       0.51     118.00        8.6        119       5813       1774        647       12.5       1590         72         71         16         30         11         11       0.04          0          0 
    3631.0       0.48     125.29        8.8        128       6871       1767        647       12.1       1590         72         71         17         30         14         12       0.04          0          0 
    3632.0       0.50     119.95        9.0        128       5850       1767        647       12.3       1539         73         68         17         29         14         12       0.04          0          0 
    3633.0       0.44     137.50        8.9        128       6722       1769        647       13.0       1539         73         65         16         29         13          0       0.04          0          0 
    3634.0       0.44     136.96        8.9        128       6849       1771        647       13.1       1687         68         72         16         30         13         11       0.04          0          0 
    3635.0       0.47     128.15        8.6        128       6774       1763        647       13.5       1687         68         72         16         30         13         11       0.04          0          0 
    3636.0       0.53     114.17        8.9        128       6769       1773        647       13.4       1760         74         75         18         32         12         11       0.04          0          0 
    3637.0       0.45     132.80        8.8        128       7435       1763        647       12.5       1760         74         75         18         32         12         11       0.04          0          0 
    3638.0       0.44     135.56        8.6        128       7473       1754        647       13.0       1576         68         70         14         28         11         11       0.04          0          0 
    3639.0       0.61      97.83        7.2        128       6165       1761        647       13.3       1700         74         75         16         30         14         11       0.04          0          0 
    3640.0       0.60     100.64        6.1        128       5566       1629        618       13.3       1710         72         72         18         33         13          0       0.04          0          0 
    3641.0       0.61      97.83        7.4        128       6452       1696        634       13.8       1735         76         76         19         33         13         12       0.04          0          0 
    3642.0       0.61      98.58        8.4        128       6156       1590        605       13.9       1769         76         79         19         33         11         12       0.04          0          0 
    3643.0       0.63      95.92        8.1        128       6222       1696        630       13.5       1769         76         79         19         32         11         11       0.04          0          0 
    3644.0       0.55     109.33        8.6        128       6593       1601        612       13.4       1742         71         75         20         34         14         13       0.04          0          0 
    3645.0       0.54     111.52        8.6        128       5507       1622        616       13.8       1742         79         75         20         34         14         13       0.05          0          0 
    3646.0       0.53     112.20        8.2        128       5815       1636        620       14.2       1691         79         74         15         28         13          0       0.05          0          0 
    3647.0       0.53     113.25        8.5        127       6333       1768        646       14.5       1880         86         81         20         37         17         13       0.05          0          0 
    3648.0       0.62      96.97        9.1        128       5012       1801        651       14.4       1904         85         81         20         35         15         14       0.04          0          0 
    3649.0       0.66      91.25        9.0        128       5669       1803        651       14.2       1904         85         81         20         35         15         14       0.04          0          0 
    3650.0       0.62      96.90        9.0        128       4890       1801        651       13.6       1838         84         79         20         34         14         12       0.05          0          0 
    3651.0       0.62      96.10        8.8        128       5766       1812        651       13.3       1726         74         77         20         33         14         12       0.06          0          0 
    3652.0       0.62      96.90        8.8        128       5495       1810        651       13.4       1701         76         77         20         34         14         13       0.06          0          0 
    3653.0       0.59     101.32        8.7        128       5955       1803        651       13.2       1701         76         76         18         34         13         13       0.06          0          0 
    3654.0       0.82      73.40        9.1        128       5225       1814        651       12.5       1561         71         72         15         31         16         12       0.06          0          0 
    3655.0       0.82      73.18        7.4        128       5858       1782        651       11.9       1487         66         69         16         30         15         11       0.05          0          0 
    3656.0       0.62      96.92        4.6        129       5031       1777        651        9.8       1199         53         56         12         25         13          0       0.05          0          0 
    3657.0       0.50     118.93        5.4        129       5982       1772        651        9.0       1080         48         49         12         23         13          0       0.05          0          0 
    3658.0       0.49     122.33        6.0        129       6209       1779        651        8.6       1020         48         49         11         23         13          0       0.04          0          0 
    3659.0       0.46     131.38        6.2        129       6413       1777        651        6.3        732         31         33          0         13          0          0       0.04          0          0 
    3660.0       0.44     134.85        6.7        128       5816       1780        651        6.6        732         31         33          0         13          0          0       0.04          0          0 
    3661.0       0.46     129.90        7.0        129       6006       1776        651        6.8        855         38         39          0         18          0          0       0.04          0          0 
    3662.0       0.49     122.96        7.0        129       6390       1774        651        7.2        918         38         40          0         19         12          0       0.04          0          0 
    3663.0       0.44     137.15        6.5        129       7099       1774        651        7.5        918         37         40          0         19         12          0       0.05          0          0 
    3664.0       0.44     137.33        6.3        129       6938       1773        651        7.9       1023         44         43          0         18          0          0       0.04          0          0 
    3665.0       0.50     120.54        6.5        128       6973       1776        651        8.1       1098         48         45          0         21         12          0       0.04          0          0 
    3666.0       0.36     165.19        6.7        129       5481       1775        651        8.3       1098         48         45          0         21         12          0       0.04          0          0 
    3667.0       0.43     139.78        7.5        128       5777       1778        651        8.6       1149         49         49          0         21         12          0       0.04          0          0 
    3668.0       0.45     134.82        6.8        129       5800       1771        651        9.1       1149         49         49          0         21         12          0       0.05          0          0 
    3669.0       0.37     161.02        6.3        129       6208       1768        651        9.4       1271         55         53         12         23         12          0       0.05          0          0 
    3670.0       0.41     145.22        6.9        129       5554       1766        651        9.7       1271         55         53         12         23         11          0       0.04          0          0 
    3671.0       0.47     129.03        6.7        129       6835       1770        651        9.9       1342         60         57         12         24         11          0       0.05          0          0 
    3672.0       0.37     162.04        6.7        129       6979       1771        651       10.1       1395         60         59         13         26         12          0       0.04          0          0 
    3673.0       0.41     145.06        7.5        129       6981       1766        651       10.3       1395         59         59         13         26         12          0       0.05          0          0 
    3674.0       0.47     128.98        7.5        129       6974       1766        651       10.7       1449         67         62         13         28         15         11       0.04          0          0 
    3675.0       0.37     160.19        7.4        129       6242       1776        651       11.0       1449         67         62         13         28         15         11       0.05          0          0 
    3676.0       0.41     144.99        7.3        129       6878       1765        651       11.5       1560         66         67         14         30         14          0       0.05          0          0 
    3677.0       0.47     129.02        7.7        129       6714       1762        651       11.9       1647         78         71         16         32         14          0       0.05          0          0 
    3678.0       0.39     153.33        7.6        129       6734       1766        651       12.8       1647         78         71         16         32         11          0       0.05          0          0 
    3679.0       0.42     142.60        8.0        129       7019       1767        651       13.2       1873         90         81         21         34         15         14       0.05          0          0 
    3680.0       0.51     118.76        8.7        129       7368       1779        651       13.2       1873         90         81         21         34         15         14       0.05          0          0 
    3681.0       0.41     145.53        8.7        129       6668       1775        651       13.3       1873         90         82         21         37         15         14       0.05          0          0 
    3682.0       0.44     135.63        8.6        129       6814       1769        651       13.4       1894         92         85         20         37         15         11       0.05          0          0 
    3683.0       0.48     123.79        8.4        128       7245       1770        651       14.5       1894         92         85         20         37         15         11       0.06          0          0 
    3684.0       0.41     146.85        8.2        129       6628       1770        651       14.9       2124        102         98         24         40         15         14       0.05          0          0 
    3685.0       0.44     137.58        7.4        129       6836       1764        651       14.9       2124        102         98         24         40         15         14       0.05          0          0 
    3686.0       0.47     128.08        7.1        129       6990       1767        651       14.1       1996         87         94         23         37         12          0       0.06          0          0 
    3687.0       0.39     152.40        8.4        129       6477       1781        651       14.7       2114        101         98         24         42         15         12       0.06          0          0 
    3688.0       0.41     148.06        9.1        128       7689       1784        651       15.4       2114        101         98         24         42         15         12       0.06          0          0 
    3689.0       0.44     135.78        8.8        129       7055       1776        651       15.4       2172        103         99         25         42         17         13       0.05          0          0 
    3690.0       0.39     154.99        8.1        128       6457       1771        651       14.9       2172        103         99         25         41         17         13       0.05          0          0 
    3691.0       0.56     107.45        6.5        129       5971       1769        651       14.2       2172        103         99         25         42         17         13       0.05          0          0 
    3692.0       0.62      96.92        5.5        129       6203       1758        650       14.6       1992         96         99         24         42         15          0       0.06          0          0 
    3693.0       0.59     101.45        5.5        129       6247       1555        606       14.7       1992         96         99         24         40         15          0       0.06          0          0 
    3694.0       0.60      99.54        7.2        129       5583       1685        631       14.5       1992         96         99         24         40         15          0       0.05          0          0 
    3695.0       0.62      96.95        6.1        129       5922       1569        607       14.0       1957         94         93         24         42          0         13       0.05          0          0 
    3696.0       0.60      99.54        5.9        129       6329       1608        615       12.6       1717         79         83         21         36         15          0       0.05          0          0 
    3697.0       0.63      95.17        6.3        129       5937       1709        638       12.3       1717         80         83         21         36         15         11       0.05          0          0 
    3698.0       0.61      97.82        6.6        129       5994       1660        629       11.9       1695         80         81         22         34          0         11       0.05          0          0 
    3699.0       0.60     100.53        6.6        128       6594       1745        641       11.4       1592         74         77         22         34          0         11       0.05          0          0 
    3700.0       0.59     101.47        6.1        129       6050       1829        662       10.8       1444         69         76         21         34         13         13       0.05          0          0 
    3701.0       0.60      99.62        6.7        129       5904       1827        662       10.7       1411         69         76         21         34         13         13       0.05          0          0 
    3702.0       0.84      71.31        5.9        128       5094       1788        656       10.0       1026         56         68         17         34         15         13       0.05          0          0 
    3703.0       0.55     108.78        4.8        127       5813       1747        648        5.9        672         30         32          0         18         11          0       0.05          0          0 
    3704.0       0.50     119.06        5.7        129       6174       1745        648        6.2        746         33         35          0         18          0          0       0.04          0          0 
    3705.0       0.41     147.98        6.5        129       6931       1751        648        6.2        783         33         35          0         18          0          0       0.05          0          0 
    3706.0       0.45     134.35        6.0        129       6903       1745        648        6.3        783         33         33          0         17          0          0       0.05          0          0 
    3707.0       0.47     127.09        5.7        129       6277       1741        648        6.5        834         38         36          0         18          0          0       0.05          0          0 
    3708.0       0.38     157.21        5.1        129       6003       1745        648        6.5        834         38         36          0         18          0          0       0.05          0          0 
    3709.0       0.42     142.54        4.9        129       6452       1740        648        6.5        835         40         36          0         18          0         11       0.05          0          0 
    3710.0       0.46     131.65        5.1        129       6173       1742        648        7.2        917         40         39          0         19          0         11       0.06          0          0 
    3711.0       0.39     153.87        4.8        129       6353       1740        648        9.6        917         40         39          0         19          0          0       0.06          0          0 
    3712.0       0.41     145.63        5.5        128       6283       1744        648       11.3       1460         59         60         15         30         13         14       0.06          0          0 
    3713.0       0.47     127.27        5.7        129       5890       1744        648       12.4       1460         59         60         15         30         13         14       0.07          0          0 
    3714.0       0.39     154.38        6.3        129       6154       1740        648       13.0       1737         69         69         16         30         12         10       0.06          0          0 
    3715.0       0.41     145.06        6.0        129       6292       1741        648       13.0       1737         69         69         16         30         12         10       0.06          0          0 
    3716.0       0.47     128.98        6.1        129       6105       1739        648       11.6       1594         65         64         13         29         13         11       0.05          0          0 
    3717.0       0.38     157.30        6.3        129       5585       1737        648        9.9       1594         65         64         13         29         13         11       0.05          0          0 
    3718.0       0.40     151.03        6.4        129       5763       1736        648        9.9       1275         57         52         13         23         12         11       0.06          0          0 
    3719.0       0.42     142.64        7.0        129       6592       1744        648        9.9       1333         57         53         13         23         12         11       0.05          0          0 
    3720.0       0.40     148.56        6.9        129       6814       1743        648        9.6       1333         57         53         12         23         11         10       0.01          0          0 
    3721.0       0.45     134.82        7.5        129       7249       1739        648        6.5       1333         57         53         12         23         11         10       0.01          0          0 
    3722.0       0.39     154.95        7.7        129       5818       1745        648        6.3        674         29         32          0         14          0          0       0.05          0          0 
    3723.0       1.31      45.67        7.8        129       6479       1742        648        7.0        674         29         32          0         14          0          0       0.05          0          0 
    3724.0       0.63      94.00        8.2        129       6546       1741        648        7.5        962         46         43          0         20         12          0       0.05          0          0 
    3725.0       0.63      94.00        9.0        125       5828       1737        648        7.5        998         47         45          0         22         12          0       0.05          0          0 
    3726.0       0.60     100.62        7.8         89       5380       1749        648        7.7        971         46         46          0         21         10          0       0.05          0          0 
    3727.0       0.63      94.56        8.0         89       5798       1749        648        8.0       1048         49         47          0         22         10         11       0.05          0          0 
    3728.0       0.56     106.74        8.4         89       5709       1751        648        8.2       1048         49         47          0         22          0         11       0.05          0          0 
    3729.0       0.56     107.48        8.6         89       5841       1749        648        8.3       1081         49         50         10         22         13         11       0.05          0          0 
    3730.0       0.54     112.11        8.1         89       5376       1740        648        8.4       1103         49         50         11         22         13         12       0.05          0          0 
    3731.0       0.51     117.80        7.9         96       5616       1738        648        8.4       1103         55         50         11         22         10         12       0.05          0          0 
    3732.0       0.47     128.28        6.1        129       6147       1727        648        8.4       1097         55         49          0         22         10         10       0.05          0          0 
    3733.0       0.51     117.46        5.9        129       6728       1731        648        8.7       1119         55         51          0         22         10         12       0.05          0          0 
    3734.0       0.38     156.07        6.0        129       7333       1732        648        8.8       1119         53         51          0         22         10         12       0.05          0          0 
    3735.0       0.44     135.64        5.6        128       6234       1729        648        9.0       1148         53         52         12         23          0         11       0.05          0          0 
    3736.0       0.47     128.50        6.1        129       6892       1736        648        9.3       1216         57         55         12         24         15         13       0.05          0          0 
    3737.0       0.41     144.74        6.2        129       6949       1726        648        9.2       1216         57         55         11         24         15         13       0.05          0          0 
    3738.0       0.38     157.27        6.6        129       6575       1734        648        9.1       1185         53         56         13         23         10         11       0.04          0          0 
    3739.0       0.46     130.47        7.0        129       6797       1736        648        9.1       1185         56         56         13         24         12         13       0.05          0          0 
    3740.0       0.37     163.19        7.0        129       5935       1732        648        9.0       1169         56         56         13         24         12         13       0.05          0          0 
    3741.0       0.53     113.23        9.0        128       6806       1733        648        8.6       1169         56         56         13         24         13         13       0.05          0          0 
    3742.0       0.65      92.30       10.0        129       6923       1735        648        8.5       1080         52         53          0         22         13         11       0.05          0          0 
    3743.0       0.58     105.00        8.0         88       4394       1734        648        8.4       1080         58         54         11         25         13         13       0.05          0          0 
    3744.0       0.57     105.00        6.0         80       4869       1736        648        5.6        596         30         36          0         18         13         11       0.05          0          0 
    3745.0       0.56     106.77        5.8        115       6304       1734        648        6.3        699         37         40         10         19         10         11       0.05          0          0 
    3746.0       0.71      84.92        4.9        129       5899       1729        648        7.1        763         42         48         15         29         17         15       0.06          0          0 
    3747.0       0.61      98.77        4.0        128       5868       1723        648        7.5        691         32         41         14         26         15         14       0.00          0          0 
    3748.0       0.48     125.79        5.0        129       5529       1728        648        8.2        813         40         43         13         26         15         12       0.00          0          0 
    3749.0       0.42     142.60        5.8        127       6022       1731        648        8.2        813         40         43         11         25         12         11          0          0          0 
    3750.0       0.47     127.33        5.2        128       5929       1729        648        8.2        813         40         43         11         25         12         11          0          0          0 
    3751.0       0.44     137.24        5.2        128       6336       1737        648        8.1        871         39         42         11         24         14         11          0          0          0 
    3752.0       0.41     145.41        6.3        128       6106       1732        648        8.3        871         39         42         11         24         14         10       0.00          0          0 
    3753.0       0.46     131.79        5.8        128       5837       1731        648        8.8        927         41         44         11         24         14         12      -0.01          0          0 
    3754.0       0.44     134.85        5.6        128       5970       1735        648        9.9       1105         48         51         12         28         12         12      -0.01          0          0 
    3755.0       0.43     139.85        5.1        128       6209       1729        648       12.9       1105         48         51         12         28         12         12      -0.01          0          0 
    3756.0       0.46     129.85        5.7        128       6513       1729        648       14.8       1735         75         76         19         37         12         12      -0.01          0          0 
    3757.0       0.41     145.21        5.5        128       5998       1729        648       15.0       1735         75         76         19         37          0         12      -0.01          0          0 
    3758.0       0.40     151.44        6.2        127       6481       1736        648       15.7       1836         85         82         19         38          0         12      -0.01          0          0 
    3759.0       0.45     134.61        5.9        128       6939       1728        648       16.7       1836         85         82         19         38          0         12       0.00          0          0 
    3760.0       0.39     154.35        5.4        128       6968       1730        648       17.2       2060         89         89         23         45          0          0      -0.01          0          0 
    3761.0       0.41     145.70        6.1        128       6028       1733        648       17.2       2060         94         91         23         45         13         15      -0.01          0          0 
    3762.0       0.43     139.82        5.6        128       6571       1727        648       16.5       2057         94         91         21         42         13         15      -0.01          0          0 
    3763.0       0.40     149.27        5.3        128       6874       1731        648       11.5       2057         94         91         21         42         13         15      -0.01          0          0 
    3764.0       0.40     151.44        5.3        128       6547       1553        609       10.4       1221         61         62         15         30         13         11      -0.01          0          0 
    3765.0       0.47     128.46        5.9        127       6413       1638        627       13.0       1221         61         62         15         30         13         11      -0.01          0          0 
    3766.0       0.39     155.74        6.5        128       6086       1662        633       14.1       1679         80         78         20         35         16         16      -0.01          0          0 
    3767.0       0.39     155.70        5.6        128       6957       1535        603       14.8       1679         80         78         20         35         16         16      -0.01          0          0 
    3768.0       0.46     129.77        6.2        128       6627       1646        628       15.6       1927         87         92         25         41         18         17      -0.01          0          0 
    3769.0       0.37     161.09        5.1        128       7115       1595        623       15.6       1927         87         92         25         41         18         17      -0.01          0          0 
    3770.0       0.44     136.06        6.0        128       6112       1610        622       15.6       1914         90         94         23         42          0          0      -0.01          0          0 
    3771.0       0.50     121.20        5.8        128       5851       1674        637       16.5       1914         90         94         23         42          0          0      -0.01          0          0 
    3771.0       0.50     121.20        5.8        128       5851       1674        637       17.2       2043         97         97         25         46         12         11      -0.01          0          0 
    3773.0       0.43     140.62        6.6        128       7267       1731        646       17.3       2115        103        100         25         46         17         16      -0.01          0          0 
    3774.0       0.49     123.54        6.8        127       6716       1760        651       16.9       2115        103        100         24         44         17         16      -0.01          0          0 
    3775.0       0.44     137.52        6.6        128       7328       1754        651       17.2       2115        103        101         25         45         17         16      -0.01          0          0 
    3776.0       0.42     143.62        6.7        128       6504       1752        651       17.6       2105         98        101         25         45          0         11      -0.01          0          0 
    3777.0       0.44     135.48        6.5        128       6043       1753        651       17.6       2195        104        106         27         46         17         18      -0.01          0          0 
    3778.0       0.37     163.21        6.9        128       6406       1754        651       17.3       2195        104        106         27         47         17         18      -0.01          0          0 
    3779.0       0.41     145.05        6.3        128       6925       1761        651       17.7       2106         98        103         25         47          0          0          0          0          0 
    3780.0       0.44     135.52        6.8        128       6841       1758        651       17.8       2191        105        105         27         49         10         14      -0.01          0          0 
    3781.0       0.37     160.22        6.0        128       6789       1758        651       17.3       2191        105        105         27         49         10         14          0          0          0 
    3782.0       0.42     143.03        6.8        128       6665       1761        651       17.3       2114        105        105         26         43          0         10       0.00          0          0 
    3783.0       0.43     140.25        6.9        128       7145       1755        651       18.3       2114        105        105         26         43          0         10       0.00          0          0 
    3784.0       0.37     160.14        7.2        128       7431       1753        651       19.1       2257        106        110         28         50          0         16          0          0          0 
    3785.0       0.43     138.13        7.2        128       6803       1761        651       19.1       2306        112        112         29         52         13         16       0.00          0          0 
    3786.0       0.42     143.53        7.7        128       7175       1762        651       18.7       2306        112        112         29         52         13         14          0          0          0 
    3787.0       0.39     152.26        7.8        128       7573       1762        651       18.7       2306        112        114         29         52         13         14       0.00          0          0 
    3788.0       0.45     132.92        7.0        128       6879       1763        651       19.6       2258        108        114         29         52         11         14          0          0          0 
    3789.0       0.50     120.03        8.4        127       7551       1760        651       20.0       2399        119        121         34         55         11         20       0.00          0          0 
    3790.0       0.40     149.60        8.4        128       7878       1763        651       19.7       2399        119        122         34         56         11         20       0.01          0          0 
