 Bit Depth   ROP m/hr        ROP        WOB        RPM     TORQUE        SPP    FLWpmps T GAS main   C1  main   C2  main   C3  main   iC4 main   nC4 main   iC5 main   nC5 main 
        ft      ft/hr       mn/f       klbs        rpm      lb*ft        psi        gpm   Units_20        ppm        ppm        ppm        ppm        ppm        ppm        ppm 
     200.0      53.13       1.13        3.2         77       1736        764        669        0.0          0          0          0          0          0          0          0 
     205.0      54.71       1.10        1.5         65       1296        764        669        0.0          0          0          0          0          0          0          0 
     210.0     125.25       0.48        3.5         69       1655        840        701        0.0          0          0          0          0          0          0          0 
     215.0     115.91       0.52        3.7         78       1467        882        723        0.0          0          0          0          0          0          0          0 
     220.0     121.07       0.50        2.5         80       1360        909        732        0.0          0          0          0          0          0          0          0 
     225.0     155.14       0.39        1.1         82       1517       1023        775        0.0          0          0          0          0          0          0          0 
     230.0     154.57       0.39        0.9         82       1168       1020        775        0.0          0          0          0          0          0          0          0 
     235.0     155.14       0.39        0.9         82       1258       1013        775        0.0          0          0          0          0          0          0          0 
     240.0     113.38       0.53        1.6         82       1629       1007        775        0.0          0          0          0          0          0          0          0 
     245.0      89.71       0.67        2.1         77       2270       1015        775          0          0          0          0          0          0          0          0 
     250.0     106.13       0.57        1.0         51       2394       1017        775          0          0          0          0          0          0          0          0 
     255.0      92.57       0.65        0.5         64       2555       1059        775        0.0          0          0          0          0          0          0          0 
     260.0     151.47       0.40        1.1         73       3419       1059        775        0.0          0          0          0          0          0          0          0 
     265.0     152.53       0.39        0.7         73       1672       1048        775        0.0          0          0          0          0          0          0          0 
     270.0     145.02       0.41        1.3         61       2748       1058        775        0.0          0          0          0          0          0          0          0 
     275.0     156.82       0.38        1.4         57       2051       1067        774        0.0          0          0          0          0          0          0          0 
     280.0      83.77       0.72        2.1         42       1554       1074        774        0.0          0          0          0          0          0          0          0 
     285.0     152.35       0.39        0.9         75       2129       1112        774        0.0          0          0          0          0          0          0          0 
     290.0     156.64       0.38        1.5         69       2725       1114        774        0.0          0          0          0          0          0          0          0 
     295.0      73.34       0.82        1.2         44       3497       1110        774        0.0          0          0          0          0          0          0          0 
     300.0      29.73       2.02        1.0         46       1766        961        708        0.6          0          0          0          0          0          0          0 
     305.0     130.12       0.46        1.0         46       2486        868        672        0.5          0          0          0          0          0          0          0 
     310.0     130.12       0.46        1.0         46       2486        868        672        0.5          0          0          0          0          0          0          0 
     315.0      99.76       0.60        0.2         74       2484        898        672        0.0          0          0          0          0          0          0          0 
     320.0     153.46       0.39        1.0         86       2705        924        672        0.0          0          0          0          0          0          0          0 
     325.0     155.34       0.39        1.2         63       3003        930        672        0.0          0          0          0          0          0          0          0 
     330.0     154.39       0.39        3.0         46       3611        933        672        0.0          0          0          0          0          0          0          0 
     335.0     159.19       0.38        1.2         46       3350        929        672        0.0          0          0          0          0          0          0          0 
     340.0     154.81       0.39        0.9         52       2202        856        641        0.0          0          0          0          0          0          0          0 
     345.0     139.69       0.43        0.4         67       2208        822        626        0.0          0          0          0          0          0          0          0 
     350.0     156.08       0.38        0.8         57       3029        842        626        0.0          0          0          0          0          0          0          0 
     355.0     154.02       0.39        1.4         45       2206        844        626        0.0          0          0          0          0          0          0          0 
     360.0      70.00       0.86        1.5         37       1397        852        626        0.0          0          0          0          0          0          0          0 
     365.0     154.95       0.39        1.2         43       2349        849        626        0.0          0          0          0          0          0          0          0 
     370.0     157.99       0.38        1.8         37       1679        852        626        0.0          0          0          0          0          0          0          0 
     375.0     148.48       0.40        1.7         59       1402        902        649        0.0          0          0          0          0          0          0          0 
     380.0     152.01       0.39        1.2         94       2614        978        677        0.0          0          0          0          0          0          0          0 
     385.0     159.37       0.38        1.4         60       2206        993        677        0.0          0          0          0          0          0          0          0 
     390.0     151.41       0.40        1.3         42       1979        985        677        0.0          0          0          0          0          0          0          0 
     395.0     133.79       0.45        1.6         37       1682        998        677        0.0          0          0          0          0          0          0          0 
     400.0     157.39       0.38        2.1         37        900       1001        677        0.0          0          0          0          0          0          0          0 
     405.0     127.58       0.47        2.3         45        810        992        677        0.0          0          0          0          0          0          0          0 
     410.0     154.95       0.39        0.8         72       2541       1006        677        0.0          0          0          0          0          0          0          0 
     415.0     154.97       0.39        1.2         69       2377        997        677        0.0          0          0          0          0          0          0          0 
     420.0     153.84       0.39        1.0         57       2590       1006        677        0.0          0          0          0          0          0          0          0 
     425.0     155.91       0.38        3.4         56       3498       1005        677        0.0          0          0          0          0          0          0          0 
     430.0     159.81       0.38        6.8         51       4404        991        672        0.0          0          0          0          0          0          0          0 
     435.0     132.12       0.45        3.5         50       2952        999        672        0.0          0          0          0          0          0          0          0 
     440.0     154.58       0.39        1.3         69       3419       1024        672        0.0          0          0          0          0          0          0          0 
     445.0     155.51       0.39        1.0         62       2747       1027        672        0.0          0          0          0          0          0          0          0 
     450.0     152.03       0.39        1.2         60       3041       1019        672        0.0          0          0          0          0          0          0          0 
     455.0     151.95       0.39        1.4         66       2865       1021        672        0.0          0          0          0          0          0          0          0 
     460.0     153.04       0.39        1.1         67       3088       1020        672        0.0          0          0          0          0          0          0          0 
     465.0     143.87       0.42        1.9         65       3285       1026        673        0.0          0          0          0          0          0          0          0 
     470.0     130.90       0.46        0.4         71       2975       1060        680        0.0          0          0          0          0          0          0          0 
     475.0      58.91       1.02        2.0         62       2680       1032        665        0.0          0          0          0          0          0          0          0 
     480.0     151.47       0.40        1.1         70       2944       1038        665        0.0          0          0          0          0          0          0          0 
     485.0     155.88       0.38        1.3         71       2897       1029        665        0.0          0          0          0          0          0          0          0 
     490.0     155.56       0.39        2.9         71       3429       1026        665        0.0          0          0          0          0          0          0          0 
     495.0      96.58       0.62        4.2         71       3009       1026        665        0.0          0          0          0          0          0          0          0 
     500.0     112.86       0.53        2.1         71       2294       1054        665        0.0          0          0          0          0          0          0          0 
     505.0     151.80       0.40        0.7         71       1945       1060        665        0.0          0          0          0          0          0          0          0 
     510.0     155.51       0.39        0.9         71       1896       1055        665        0.0          0          0          0          0          0          0          0 
     515.0     158.59       0.38        1.2         71       2082       1047        665        0.0          0          0          0          0          0          0          0 
     520.0     155.03       0.39        2.3         71       2252       1044        665        0.0          0          0          0          0          0          0          0 
     525.0      36.93       1.62        4.8         57       2828       1044        665        0.0          0          0          0          0          0          0          0 
     530.0     154.37       0.39        0.9         70       2058       1046        664        0.0          0          0          0          0          0          0          0 
     535.0     152.87       0.39        2.2         71       2350       1033        664        0.0          0          0          0          0          0          0          0 
     540.0     153.29       0.39        2.2         71       2562       1025        665        0.0          0          0          0          0          0          0          0 
     545.0      42.51       1.41        5.0         71       2669       1002        665        0.0          0          0          0          0          0          0          0 
     550.0     149.97       0.40        2.3         71       2035       1001        665        0.0          0          0          0          0          0          0          0 
     555.0     125.74       0.48        1.4         70       1775        991        665        0.0          0          0          0          0          0          0          0 
     560.0     147.90       0.41        0.9         69       2323        994        665        0.0          0          0          0          0          0          0          0 
     565.0     151.46       0.40        1.2         72       2154       1043        679        0.0          0          0          0          0          0          0          0 
     570.0     156.26       0.38        1.4         72       2610       1176        729        0.0          0          0          0          0          0          0          0 
     575.0     112.17       0.53        3.0         72       2939       1166        729        0.0          0          0          0          0          0          0          0 
     580.0     125.93       0.48        1.3         72       2920       1158        729        0.0          0          0          0          0          0          0          0 
     585.0      45.41       1.32        3.2         72       1809       1155        729        0.0          0          0          0          0          0          0          0 
     590.0     101.95       0.59        0.7         62       3580       1163        730        0.0          0          0          0          0          0          0          0 
     595.0     138.78       0.43        0.9         62       3794       1184        729        0.0          0          0          0          0          0          0          0 
     600.0     120.14       0.50        1.1         71       2719       1188        730        0.0          0          0          0          0          0          0          0 
     605.0     109.32       0.55        1.1         71       2542       1176        730        0.0          0          0          0          0          0          0          0 
     610.0     156.06       0.38        0.7         71       2548       1176        730        0.0          0          0          0          0          0          0          0 
     615.0     155.94       0.38        1.0         71       2375       1182        729        0.0          0          0          0          0          0          0          0 
     620.0     125.12       0.48        3.1         65       2256       1194        729        0.0          0          0          0          0          0          0          0 
     625.0     146.50       0.41        1.8         65       3095       1228        729        0.0          0          0          0          0          0          0          0 
     630.0     154.93       0.39        1.3         71       2426       1233        729        0.0          0          0          0          0          0          0          0 
     635.0     130.89       0.46        1.1         71       2674       1227        729        0.0          0          0          0          0          0          0          0 
     640.0     141.01       0.43        1.8         71       2925       1236        729        0.0          0          0          0          0          0          0          0 
     645.0     114.18       0.53        2.3         68       3514       1241        729        0.0          0          0          0          0          0          0          0 
     650.0     138.07       0.43        0.7         68       2157       1249        730        0.0          0          0          0          0          0          0          0 
     655.0     152.33       0.39        0.1         63       3305       1275        729        0.0          0          0          0          0          0          0          0 
     660.0     151.77       0.40        1.0         66       2828       1287        729        0.0          0          0          0          0          0          0          0 
     665.0     154.19       0.39        0.5         70       2481       1296        729        0.0          0          0          0          0          0          0          0 
     670.0     152.87       0.39        0.9         70       2309       1301        729        0.0          0          0          0          0          0          0          0 
     675.0     156.10       0.38        2.2         70       2449       1308        730        0.0          0          0          0          0          0          0          0 
     680.0     110.98       0.54        2.6         70       2132       1302        729        0.0          0          0          0          0          0          0          0 
     685.0     122.79       0.49        0.4         63       2082       1332        729        0.0          0          0          0          0          0          0          0 
     690.0     137.33       0.44        0.6         71       2456       1351        729        0.0          0          0          0          0          0          0          0 
     695.0     157.06       0.38        0.2         71       2220       1350        729        0.0          0          0          0          0          0          0          0 
     700.0     152.87       0.39        0.4         71       1964       1343        729        0.0          0          0          0          0          0          0          0 
     705.0     134.40       0.45        3.6         71       2011       1353        730        0.0          0          0          0          0          0          0          0 
     710.0      90.11       0.67        4.7         66       2381       1356        729        0.0          0          0          0          0          0          0          0 
     715.0     129.27       0.46        2.2         66       2010       1368        729        0.0          0          0          0          0          0          0          0 
     720.0     148.31       0.40        2.1         72       2362       1381        729        0.0          0          0          0          0          0          0          0 
     725.0     154.56       0.39        1.9         72       2248       1391        729        0.0          0          0          0          0          0          0          0 
     730.0     155.33       0.39        2.5         72       2438       1390        729        0.0          0          0          0          0          0          0          0 
     735.0     142.10       0.42        3.4         72       2625       1394        729        0.0          0          0          0          0          0          0          0 
     740.0     153.47       0.39        2.9         72       2388       1398        729        0.0          0          0          0          0          0          0          0 
     745.0     132.39       0.45        1.6         71       2280       1400        729        0.0         39          0          0          0          0          0          0 
     750.0     145.01       0.41        1.2         72       2389       1425        731        0.0         40          0          0          0          0          0          0 
     755.0     149.66       0.40        0.9         72       2247       1438        732        0.0         31          0          0          0          0          0          0 
     760.0      26.23       2.29        8.5         65       3975       1433        732        0.0         90          0          0          0          0          0          0 
     765.0     152.87       0.39        0.6         72       2524       1439        732        0.0         21          0          0          0          0          0          0 
     770.0     155.71       0.39        1.8         72       2529       1441        732        0.0         48          0          0          0          0          0          0 
     775.0     139.57       0.43        1.2         71       2326       1447        732        1.2        249          0          0          0          0          0          0 
     780.0     141.62       0.42        5.0         72       2141       1467        732        0.8        150          0          0          0          0          0          0 
     785.0     152.88       0.39        2.9         71       2372       1468        732        0.0         52          0          0          0          0          0          0 
     790.0     153.99       0.39        5.1         71       2670       1476        732        0.7        116          0          0          0          0          0          0 
     795.0     123.25       0.49        5.0         71       2501       1461        732        1.2        282          0          0          0          0          0          0 
     800.0     122.19       0.49        5.3         71       2434       1469        732        1.4        300          0          0          0          0          0          0 
     805.0     141.29       0.42        4.9         68       2333       1472        732        2.9        610          0          0          0          0          0          0 
     810.0     155.48       0.39        3.0         69       2480       1491        732        2.8        609          0          0          0          0          0          0 
     815.0     154.55       0.39        3.6         71       2579       1503        732        1.1        240          0          0          0          0          0          0 
     820.0     143.34       0.42        3.9         71       2564       1501        732        2.1        422          0          0          0          0          0          0 
     825.0     136.71       0.44        3.9         71       2547       1512        732        3.1        628          0          0          0          0          0          0 
     830.0     156.07       0.38        4.6         71       2568       1504        732        3.4        677          0          0          0          0          0          0 
     835.0     157.41       0.38        3.1         71       2122       1497        732        3.6        721          0          0          0          0          0          0 
     840.0     134.22       0.45        2.2         70       2353       1514        732        5.2       1065          0          0          0          0          0          0 
     845.0     120.30       0.50        3.6         72       2601       1529        732        4.0        987          0          0          0          0          0          0 
     850.0     153.22       0.39        2.7         72       2783       1527        732        1.0        258          0          0          0          0          0          0 
     855.0     153.99       0.39        2.6         72       2528       1532        732        1.3        315          0          0          0          0          0          0 
     860.0     158.51       0.38        1.3         72       1947       1527        732        2.5        458          0          0          0          0          0          0 
     865.0      73.05       0.82        3.5         72       2129       1534        732        6.9       1459          0          0          0          0          0          0 
     870.0     101.28       0.59        2.0         71       2070       1548        732        6.8       1459          0          0          0          0          0          0 
     875.0     154.54       0.39        1.3         71       2742       1559        731        2.0        418          0          0          0          0          0          0 
     880.0     153.64       0.39        1.6         71       2717       1563        732        2.2        418          0          0          0          0          0          0 
     885.0     151.77       0.40        2.4         71       2904       1564        731        3.7        717          0          0          0          0          0          0 
     890.0     156.30       0.38        1.7         71       2820       1563        732        4.8        939          0          0          0          0          0          0 
     895.0     155.79       0.39        2.5         71       2517       1576        731        5.5       1133          0          0          0          0          0          0 
     900.0     136.10       0.44        1.4         71       2491       1566        732        7.6       1575          0          0          0          0          0          0 
     905.0     153.60       0.39        1.0         71       2634       1590        731        6.4       1344          0          0          0          0          0          0 
     910.0     155.30       0.39        5.7         71       3287       1578        731        6.5       1344          0          0          0          0          0          0 
     915.0     149.81       0.40        6.1         71       3607       1589        731        9.1       1831          0          0          0          0          0          0 
     920.0     145.20       0.41        5.8         71       3268       1588        731       10.5       2178          0          0          0          0          0          0 
     925.0     156.63       0.38        6.6         71       3472       1597        731       11.2       2308          0          0          0          0          0          0 
     930.0     140.30       0.43        5.9         62       3456       1590        731       11.8       2421          0          0          0          0          0          0 
     935.0     151.98       0.39        5.1         71       3584       1602        731        5.3       1081          0          0          0          0          0          0 
     940.0     133.81       0.45        5.0         71       3026       1609        731        6.3       1287          0          0          0          0          0          0 
     945.0     134.76       0.45        5.2         71       3058       1611        731        8.4       1756          0          0          0          0          0          0 
     950.0     153.43       0.39        4.6         71       2934       1614        731        8.3       1756          0          0          0          0          0          0 
     955.0     155.43       0.39        4.5         71       2729       1613        729        6.6       1380          0          0          0          0          0          0 
     960.0     133.01       0.45        5.7         70       2784       1514        701        9.0       1831          0          0          0          0          0          0 
     965.0     153.63       0.39        2.8         71       2595       1598        731        7.3       1533          0          0          0          0          0          0 
     970.0     138.37       0.43        3.5         71       2745       1629        731        7.4       1533          0          0          0          0          0          0 
     975.0     145.45       0.41        4.1         71       2874       1628        731        8.0       1661          0          0          0          0          0          0 
     980.0     153.43       0.39        3.4         71       2512       1622        731        8.2       1680          0          0          0          0          0          0 
     985.0     155.47       0.39        4.6         71       2757       1627        731        8.9       1836          0          0          0          0          0          0 
     990.0     157.42       0.38        3.6         71       2464       1625        731       10.1       2104          0          0          0          0          0          0 
     995.0     140.92       0.43        3.5         69       2848       1620        731       10.0       2075          0          0          0          0          0          0 
    1000.0     153.45       0.39        3.3         71       2884       1620        731        7.8       1622          0          0          0          0          0          0 
    1005.0     151.47       0.40        5.6         71       3078       1633        731        7.8       1625          0          0          0          0          0          0 
    1010.0     155.29       0.39        6.6         71       3259       1632        731        9.0       1843          0          0          0          0          0          0 
    1015.0     154.56       0.39        5.9         71       3002       1637        731        9.2       1906          0          0          0          0          0          0 
    1020.0     157.04       0.38        6.2         71       2534       1629        731       10.2       2142          0          0          0          0          0          0 
    1025.0      96.22       0.62        6.1         71       2315       1638        731       12.8       2648          0          0          0          0          0          0 
    1030.0     154.09       0.39        4.0         72       2770       1632        731        4.6        999          0          0          0          0          0          0 
    1035.0     153.73       0.39        4.7         72       2616       1654        731        6.6       1280          0          0          0          0          0          0 
    1040.0     105.39       0.57        5.1         72       2953       1637        731       12.9       2741          0          0          0          0          0          0 
    1045.0     118.14       0.51        4.7         72       3107       1638        731       12.5       2715          0          0          0          0          0          0 
    1050.0     132.83       0.45        5.3         72       2684       1641        731        9.8       2041          0          0          0          0          0          0 
    1055.0     108.17       0.55        5.2         72       2299       1648        731       10.4       2183          0          0          0          0          0          0 
    1060.0     122.91       0.49        4.2         70       2755       1628        731       11.0       2211          0          0          0          0          0          0 
    1065.0     154.64       0.39        4.2         71       3287       1639        731        6.2       1474          0          0          0          0          0          0 
    1070.0     152.89       0.39        4.2         71       2845       1648        731        7.8       1682          0          0          0          0          0          0 
    1075.0     154.68       0.39        3.5         71       2705       1646        731       10.8       2173          0          0          0          0          0          0 
    1080.0     153.74       0.39        4.8         71       2726       1653        731       12.7       2677          0          0          0          0          0          0 
    1085.0     142.24       0.42        5.5         71       3062       1644        731       13.9       2925         10          0          0          0          0          0 
    1090.0     124.30       0.48        3.6         70       2301       1642        731       15.0       3120         12          0          0          0          0          0 
    1095.0     119.33       0.50        3.5         72       2664       1651        731       10.6       2418          0          0          0          0          0          0 
    1100.0     128.19       0.47        4.3         72       2798       1654        731        8.0       1702          0          0          0          0          0          0 
    1105.0     156.17       0.38        4.1         72       2768       1655        731        8.2       1728          0          0          0          0          0          0 
    1110.0     154.63       0.39        3.0         72       2623       1665        731        7.9       1678          0          0          0          0          0          0 
    1115.0     152.73       0.39        4.9         72       2912       1668        731        9.9       2011          0          0          0          0          0          0 
    1120.0     145.12       0.41        4.2         71       2817       1657        731       16.4       3427         11          0          0          0          0          0 
    1125.0     151.16       0.40        4.8         70       2752       1658        731       12.9       2741         11          0          0          0          0          0 
    1130.0     156.16       0.38        5.9         70       3012       1676        731        8.2       1995          0          0          0          0          0          0 
    1135.0     154.65       0.39        5.0         70       2700       1668        731       10.4       2130          0          0          0          0          0          0 
    1140.0     153.72       0.39        5.6         70       2666       1671        731       12.9       2678          0          0          0          0          0          0 
    1145.0     155.33       0.39        7.7         70       2966       1670        731       13.9       2800          0          0          0          0          0          0 
    1150.0     134.86       0.44        6.8         69       2800       1672        731       13.7       2814          0          0          0          0          0          0 
    1155.0     138.47       0.43        4.9         72       2974       1659        731       12.3       2591          0          0          0          0          0          0 
    1160.0     150.55       0.40        5.4         72       2798       1670        731       10.5       2333          0          0          0          0          0          0 
    1165.0     150.75       0.40        5.2         72       2661       1669        731        9.5       1871          0          0          0          0          0          0 
    1170.0     147.03       0.41        6.6         72       3066       1685        731       11.8       2381          0          0          0          0          0          0 
    1175.0     117.64       0.51        6.3         72       2508       1675        731       13.1       2663          0          0          0          0          0          0 
    1180.0     156.95       0.38        9.5         72       3775       1682        731       15.3       2552          0          0          0          0          0          0 
    1185.0     128.16       0.47        5.4         64       2992       1665        731       15.6       3074         11          0          0          0          0          0 
    1190.0     147.71       0.41        5.9         71       3214       1679        731       10.4       2280          0          0          0          0          0          0 
    1195.0     149.06       0.40        5.5         71       2604       1686        731       10.0       1766          0          0          0          0          0          0 
    1200.0     155.79       0.39        6.2         71       2845       1679        731       14.0       2658          0          0          0          0          0          0 
    1205.0     148.85       0.40        7.1         71       3125       1685        731       14.7       3016         12          0          0          0          0          0 
    1210.0     157.26       0.38        6.3         71       2635       1690        731       13.4       2860         12          0          0          0          0          0 
    1215.0     130.06       0.46        5.3         71       2632       1687        731       22.9       4758          0          0          0          0          0          0 
    1220.0     149.66       0.40        5.1         72       3104       1684        731       19.7       4126         12          0          0          0          0          0 
    1225.0     127.76       0.47        6.5         72       3197       1692        731       11.4       2718          0          0          0          0          0          0 
    1230.0     152.43       0.39        5.8         72       3236       1699        731       15.1       2860          0          0          0          0          0          0 
    1235.0     154.87       0.39        4.7         72       3003       1700        731       15.6       3200         12          0          0          0          0          0 
    1240.0     139.43       0.43        6.3         72       3000       1696        731       15.7       3200         12          0          0          0          0          0 
    1245.0     133.32       0.45        5.6         71       2841       1686        731       21.1       4321         13          0          0          0          0          0 
    1250.0     153.12       0.39        4.3         71       3116       1684        731       21.0       4321          0          0          0          0          0          0 
    1255.0     152.66       0.39        5.2         71       3266       1693        731       10.4       2128          0          0          0          0          0          0 
    1260.0     153.31       0.39        5.7         71       3253       1701        731       14.0       2850         11          0          0          0          0          0 
    1265.0      93.36       0.64        6.8         71       3091       1705        731       15.7       3217         12          0          0          0          0          0 
    1270.0      64.67       0.93        7.6         65       3367       1697        731       16.3       3340         11          0          0          0          0          0 
    1275.0     156.67       0.38        5.2         71       3198       1697        731       13.1       2724         11          0          0          0          0          0 
    1280.0      87.20       0.69        2.3         70       2200       1692        731       17.3       3358         12          0          0          0          0          0 
    1285.0     101.90       0.59        5.5         70       2706       1701        730        9.3       1913          0          0          0          0          0          0 
    1290.0     141.11       0.43        9.8         70       3408       1697        731       15.3       2764          0          0          0          0          0          0 
    1295.0     152.17       0.39        6.1         70       2776       1707        730       16.6       3393          0          0          0          0          0          0 
    1300.0     155.97       0.38        5.8         70       2925       1704        730       17.7       3519         10          0          0          0          0          0 
    1305.0     131.03       0.46        6.5         70       2440       1698        730       22.2       4447         10          0          0          0          0          0 
    1310.0     114.06       0.53        6.0         70       2290       1685        730       24.2       4682         10          0          0          0          0          0 
    1315.0     155.99       0.38        5.9         71       2866       1687        730       17.4       3919          0          0          0          0          0          0 
    1320.0     146.39       0.41        7.2         71       3306       1691        730       10.9       2183          0          0          0          0          0          0 
    1325.0     145.03       0.41        6.6         71       3167       1691        730       18.2       3627          0          0          0          0          0          0 
    1330.0     152.65       0.39        7.7         71       3352       1691        730       19.9       4030         12          0          0          0          0          0 
    1335.0     117.58       0.51        7.4         71       2969       1684        730       19.1       3898         12          0          0          0          0          0 
    1340.0     130.99       0.46        7.8         71       2923       1674        730       15.1       3145          0          0          0          0          0          0 
    1345.0     108.17       0.55        4.4         70       2640       1661        730       15.9       3228          0          0          0          0          0          0 
    1350.0     154.09       0.39        6.0         71       3151       1669        730       13.8       2873          0          0          0          0          0          0 
