 Bit Depth        ROP   ROP m/hr        WOB        RPM     TORQUE        SPP    FLWpmps T GAS main   C1  main   C2  main   C3  main   iC4 main   nC4 main   iC5 main   nC5 main        CO2   H2S Atmo   H2S Unit 
        ft       mn/f      ft/hr       klbs        rpm      lb*ft        psi        gpm   Units_20        ppm        ppm        ppm        ppm        ppm        ppm        ppm          %        ppm        ppm 
    4483.0       1.06      56.67        8.1         99       5393       1729        692        8.8        794         38         32         23         29         32         28       0.10          0          0 
    4484.0       1.08      55.67        8.5        100       5446       1735        692        9.1        844         40         35         23         29         32         27       0.10          0          0 
    4485.0       1.06      56.54        7.7        107       5191       1735        692        9.2        848         40         35         23         29         32         25       0.10          0          0 
    4486.0       1.04      57.43        6.8        110       5454       1733        692        9.7        914         41         34         22         29         32         27       0.10          0          0 
    4487.0       1.08      55.67        7.4        110       5864       1736        692       10.0        977         42         34         24         28         33         25       0.10          0          0 
    4488.0       1.06      56.68        6.7        110       5507       1726        692       10.4       1063         46         34         23         30         30         30       0.10          0          0 
    4489.0       1.04      57.56        7.5        110       5153       1732        692       10.8       1119         47         35         23         31         31         27       0.10          0          0 
    4490.0       1.08      55.67        7.1        110       5290       1733        692       10.9       1149         47         35         25         29         33         29       0.10          0          0 
    4491.0       1.07      55.97        6.9        110       4760       1729        692       10.9       1153         47         36         22         29         34         29       0.10          0          0 
    4492.0       1.03      58.47        7.8        109       5211       1736        692       10.5       1084         44         35         22         28         27         26       0.10          0          0 
    4493.0       1.12      53.45        7.0        110       5787       1731        692       10.1       1083         43         35         20         28         27         26       0.10          0          0 
    4494.0       1.03      58.47        7.7        110       5219       1729        692       10.6       1090         45         35         24         31         31         26       0.11          0          0 
    4495.0       1.08      55.67        7.3        109       5845       1732        692       10.5       1090         45         35         24         31         31         26       0.10          0          0 
    4496.0       0.99      60.30        6.6        110       4561       1728        692        9.6        957         41         33         18         26         28         25       0.10          0          0 
    4497.0       0.99      60.39        7.8        110       5879       1740        692       10.4       1033         42         33         24         26         29         27       0.10          0          0 
    4498.0       1.00      59.78        7.4        110       5161       1736        692       10.4       1066         44         33         22         28         31         25       0.10          0          0 
    4499.0       1.05      56.98        7.2        110       4913       1726        692       10.3       1027         43         33         24         29         32         25       0.11          0          0 
    4500.0       1.05      56.98        7.5        110       5487       1729        692       11.7       1122         47         35         24         29         31         29       0.12          0          0 
    4501.0       1.00      59.75        7.6        110       5208       1733        692       12.0       1230         52         38         26         31         38         29       0.11          0          0 
    4502.0       1.07      56.12        8.3        110       4855       1731        692       12.1       1247         50         38         26         31         34         29       0.11          0          0 
    4503.0       1.02      58.84        8.6        110       5616       1735        692       12.4       1315         55         38         27         32         34         29       0.12          0          0 
    4504.0       1.04      57.85        8.3        110       4850       1727        692       12.3       1317         51         41         26         33         37         29       0.12          0          0 
    4505.0       1.47      40.77        7.6        106       4963       1727        692       12.3       1296         53         41         30         38         41         33       0.12          0          0 
    4506.0       1.31      45.97        4.8        110       4991       1717        696        5.9        525         16         15          0         13          0         15       0.09          0          0 
    4507.0       1.55      38.62        4.0        110       4131       1721        696        6.8        673         22         17         10         14         11         13       0.09          0          0 
    4508.0       1.32      45.48        5.2        110       4692       1723        696        7.1        721         24         17         10         17         16          0       0.09          0          0 
    4509.0       1.34      44.94        5.6        109       5947       1717        696        7.2        743         24         17         10         17         18         12       0.09          0          0 
    4510.0       1.33      45.26        4.9        110       4778       1726        696        7.5        769         26         18         12         15         18         12       0.09          0          0 
    4511.0       1.32      45.48        4.2        110       4861       1720        696        8.0        860         28         19         12         15         19         12       0.09          0          0 
    4512.0       1.16      51.77        4.5        109       4348       1724        697        8.1        893         31         19         11         16         19         16       0.09          0          0 
    4513.0       1.12      53.63        5.3        109       6033       1776        711        8.0        893         31         21         12         16         18         16       0.09          0          0 
    4514.0       1.13      53.26        5.3        110       4465       1769        710        8.0        871         28         21         12         15         14         15       0.09          0          0 
    4515.0       1.05      57.37        5.7        110       4891       1763        710        8.3        911         31         21         12         15         13         15       0.09          0          0 
    4516.0       2.17      27.65        7.9        110       4815       1751        710        8.1        911         31         20         14         17         16         16       0.09          0          0 
    4517.0       6.36       9.43        7.6        105       3998       1740        710        6.7        670         23         17         10         15         14         11       0.10          0          0 
    4518.0       2.26      26.51        7.7        100       4368       1751        710        4.7        368         15         11          0         12         11         13       0.08          0          0 
    4519.0       1.58      37.90        4.7        107       4833       1777        710        4.7        368         14         11         10         15         14         13       0.08          0          0 
    4520.0       1.67      35.89        3.6        110       4417       1784        710        5.5        504         15         12          0         12         13         11       0.08          0          0 
    4521.0       1.89      31.74        3.7        110       4506       1782        710        6.0        572         18         14          0         12         14          0       0.08          0          0 
    4522.0       2.01      29.79        3.2        110       4296       1788        710        6.3        638         20         15          0         12         15         14       0.08          0          0 
    4523.0       2.26      26.52        3.3        110       4068       1778        710        6.5        683         21         17          0         12         15          0       0.08          0          0 
    4524.0       2.39      25.07        3.4        110       4075       1758        706        6.5        669         22         16          0         12         16         11       0.08          0          0 
    4525.0       2.43      24.74        3.1        110       4341       1751        705        6.1        623         20         15          0         10         16         11       0.08          0          0 
    4526.0       2.43      24.72        3.3        134       4961       1745        705        6.3        642         21         14          0         13         14          0       0.09          0          0 
    4527.0       2.44      24.57        3.4        119       4712       1752        705        6.3        638         21         15          0         12         13          0       0.08          0          0 
    4528.0       2.34      25.60        3.1         90       3863       1755        705        5.7        539         17         14          0         13         10         12       0.08          0          0 
    4529.0       2.30      26.14        3.5         90       3761       1763        705        5.5        529         17         13          0         13          0         10       0.08          0          0 
    4530.0       2.30      26.11        3.5         90       3518       1762        705        6.1        573         18         12          0         12         11          0       0.07          0          0 
    4531.0       2.76      21.74        3.1         90       3323       1760        705        5.6        526         16         11          0         13         12         11       0.05          0          0 
    4532.0       3.34      17.97        3.1         90       3304       1750        705        4.2        339         13          0          0         11          0          0       0.03          0          0 
    4533.0       2.95      20.32        2.9         90       3535       1747        705        4.2        358         13          0          0         11          0         11       0.03          0          0 
    4534.0       3.46      17.35        3.0         90       3635       1743        705        4.2        363         12         10          0         12          0          0       0.03          0          0 
    4535.0       4.07      14.74        3.0         90       3274       1743        705        4.2        359         12         10          0         12          0          0       0.04          0          0 
    4536.0       6.07       9.88        2.9         90       3097       1734        705        3.9        324         10          0          0         11          0         10       0.05          0          0 
    4537.0      15.32       3.92        3.5         90       2917       1791        715        3.2        226          0          0          0         10          0          0       0.05          0          0 
    4538.0      19.11       3.14        3.9         90       2963       1847        725        3.0        163          0          0          0         10          0          0       0.05          0          0 
    4539.0       8.73       6.87        4.8         90       3160       1840        732        3.1        199          0          0          0         10          0          0       0.05          0          0 
    4540.0       7.73       7.77        4.3         90       2975       1836        731        2.9        190          0          0          0          0          0          0       0.05          0          0 
    4541.0       5.29      11.33        4.7         90       3156       1849        729        3.3        261          0          0          0         11          0          0       0.05          0          0 
    4542.0       1.87      32.10        5.9         90       3919       1852        729        3.8        321         10          0          0          0          0          0       0.05          0          0 
    4543.0       1.19      50.61        6.6         90       4853       1855        729        4.3        393         12          0          0          0          0          0       0.05          0          0 
    4544.0       0.98      60.93        6.5         90       4707       1861        729        4.9        545         18          0          0         12          0          0       0.05          0          0 
    4545.0       0.88      68.14        6.7         94       4856       1868        729        5.4        617         19          0          0         12          0          0       0.05          0          0 
    4546.0       0.86      69.67        5.9        100       5757       1863        729        5.9        680         20          0          0         10          0          0       0.05          0          0 
    4547.0       0.91      65.95        6.4        100       5486       1865        729        6.4        731         23         11          0         11          0          0       0.05          0          0 
    4548.0       0.93      64.58        7.0        111       5439       1867        729        6.9        798         27         13          0         13          0          0       0.05          0          0 
    4549.0       0.91      66.04        6.1        109       5683       1868        730        7.0        860         28         13          0         13          0          0       0.05          0          0 
    4550.0       0.96      62.22        6.9        110       5651       1904        737        7.5        937         31         16          0         13          0         11       0.06          0          0 
    4551.0       0.86      69.71        5.7        110       5606       1906        737        7.9        982         33         16          0         13          0         11       0.06          0          0 
    4552.0       0.77      78.43        6.3        110       6320       1899        737        7.9       1007         33         15          0          0         14          0       0.05          0          0 
    4553.0       0.78      77.32        6.8        110       6894       1909        737        7.8       1007         33         15          0          0         14          0       0.05          0          0 
    4554.0       0.75      80.24        7.0        110       5086       1903        737        7.8        965         31         15          0          0          0          0       0.05          0          0 
    4555.0       0.88      68.40        7.2        110       5532       1899        737        8.1        977         31         15         11         13          0          0       0.05          0          0 
    4556.0       0.91      65.88        7.4        110       4969       1899        737        8.4       1059         33         18          0          0          0          0       0.06          0          0 
    4557.0       0.81      73.89        7.3        110       4878       1900        737        8.6       1086         34         18          0          0          0          0       0.06          0          0 
    4558.0       0.81      73.99        8.0        110       5993       1909        737        8.6       1086         34         18          0         11          0          0       0.06          0          0 
    4559.0       0.79      75.48        8.0        110       5525       1905        737        8.7       1078         34         17          0         11          0          0       0.06          0          0 
    4560.0       0.81      73.95        7.5        110       4461       1911        737        8.9       1096         38         18          0         10          0          0       0.06          0          0 
    4561.0       0.79      75.74        7.7        110       5599       1914        737        9.0       1127         38         19          0          0          0          0       0.06          0          0 
    4562.0       0.90      66.99        8.0        110       6092       1915        737        9.0       1126         38         18          0         13          0          0       0.06          0          0 
    4563.0       0.90      66.98        8.1        110       5811       1914        737        9.2       1139         39         18          0         13          0          0       0.06          0          0 
    4564.0       0.81      74.00        7.9        110       5374       1912        737        9.2       1148         38         19          0         11         12          0       0.06          0          0 
    4565.0       0.95      63.48        8.1        110       5808       1915        737        9.4       1148         37         19          0         11         12          0       0.06          0          0 
    4566.0       0.93      64.65        8.7        110       6453       1921        737        9.4       1181         37         19          0         16         11         10       0.06          0          0 
    4567.0       0.86      69.66        8.5        109       5816       1921        737        9.3       1181         38         20          0         16         10         10       0.05          0          0 
    4568.0       0.88      68.27        8.9        110       6308       1916        737        8.8       1079         36         19          0         15          0          0       0.05          0          0 
    4569.0       0.98      61.40        9.1        109       5271       1917        737        8.6       1061         36         19          0         15          0          0       0.05          0          0 
    4570.0       1.58      38.09        8.7        110       5316       1917        737        7.5        880         33         17          0         10          0          0       0.06          0          0 
    4571.0       1.92      31.22        8.4        109       5129       1915        737        8.7       1045         38         20         11         12         14         10       0.06          0          0 
    4572.0       1.06      56.68        9.5        110       5553       1908        737        7.9        917         32         16          0          0         11         11       0.06          0          0 
    4573.0       1.87      32.04        9.0        110       5090       1908        737        6.5        746         26         14          0         12          0          0       0.06          0          0 
    4574.0       1.58      38.08        9.1        110       5176       1910        737        6.1        676         24         11          0         10          0          0       0.06          0          0 
    4575.0       1.18      50.96        9.3        110       5583       1912        737        6.0        663         23         10          0         10          0         11       0.06          0          0 
    4576.0       0.96      62.44        9.3        109       5810       1905        737        6.3        722         25         10          0         13          0         10       0.06          0          0 
    4577.0       1.06      56.68        9.5        110       5553       1908        737        6.7        759         27         12          0         13          0         11       0.06          0          0 
    4578.0       0.91      65.78        9.6        110       6852       1904        737        6.8        783         24         13          0         11          0         11       0.06          0          0 
    4579.0       1.01      59.31        9.7        110       6622       1908        737        7.2        837         27         13         11         13          0         11       0.06          0          0 
    4580.0       0.86      69.66        9.8        110       6152       1902        737        7.3        860         27         13          0         13         13         11       0.06          0          0 
    4581.0       0.85      70.85        9.0        110       6140       1902        737        7.6        888         28         13          0          0         13         10       0.06          0          0 
    4582.0       0.88      68.27        9.5        110       5437       1906        737        7.9        906         28         13          0         14          0          0       0.06          0          0 
    4583.0       0.85      70.85        9.4        110       5394       1901        737        8.2        948         30         14          0         14          0         10       0.06          0          0 
    4584.0       0.88      68.27        9.7        110       6203       1891        737        8.2        976         35         17          0          0         11         11       0.06          0          0 
    4585.0       0.90      67.02       10.1        110       5391       1891        737        8.2        983         33         14          0         15         11         11       0.06          0          0 
    4586.0       0.90      66.97       10.0        110       5608       1883        737        8.2        983         33         14          0         15         11         11       0.06          0          0 
    4587.0       0.98      61.08       10.1        110       5972       1886        737        8.2        980         32         16          0         14         11         11       0.06          0          0 
    4588.0       0.86      70.06       10.4        110       5840       1874        737        8.2       1002         34         15          0         14          0         11       0.06          0          0 
    4589.0       0.76      79.45       10.2        110       5782       1867        737        7.9        957         30         15          0         12          0         11       0.06          0          0 
    4590.0       0.77      77.47       11.3        110       5172       1874        737        8.0        981         31         15          0          0          0         11       0.06          0          0 
    4591.0       0.78      77.17       11.1        110       6530       1866        737        8.1        981         31         14          0          0          0         11       0.06          0          0 
    4592.0       0.77      77.47       10.8        110       5633       1861        737        7.7        881         32         18          0         10          0         11       0.07          0          0 
    4593.0       0.76      79.16       11.2        110       5901       1866        737        9.3       1021         37         20          0         11         13          0       0.07          0          0 
    4594.0       1.03      58.05       10.4        104       5349       1872        736        9.4       1051         39         22         11         14         15         12       0.07          0          0 
    4595.0       0.70      86.20       12.0         89       5446       1894        733        7.2        768         35         20         11         11         15         11       0.06          0          0 
    4596.0       1.08      55.45        9.8         90       4724       1890        733        7.0        758         33         18         11         14         11         12       0.06          0          0 
    4597.0       0.68      87.68       11.2        108       6169       1886        734        7.1        796         31         15         11         14         10         12       0.06          0          0 
    4598.0       0.65      91.96       11.4        110       6245       1909        736        7.4        841         33         15          0         13         10         12       0.06          0          0 
    4599.0       0.68      87.87       11.3        110       5733       1904        736        7.5        841         33         15          0          0          0         12       0.06          0          0 
    4600.0       0.66      90.23       11.9        110       5524       1915        736        7.7        874         33         15          0          0          0          0       0.06          0          0 
    4601.0       0.68      87.98       12.1        110       5414       1922        736        7.9        908         33         16          0          0          0          0       0.06          0          0 
    4602.0       0.66      90.25       12.0        110       6246       1916        736        8.2        943         33         17          0          0          0         10       0.06          0          0 
    4603.0       0.66      91.57       12.2        110       7531       1915        736        8.5       1013         36         18         11          0          0         11       0.06          0          0 
    4604.0       0.68      88.38       12.2        110       7779       1913        736        8.5       1039         36         18         11         15         10         11       0.06          0          0 
    4605.0       0.67      89.80       12.0        110       7483       1915        736        8.4       1039         36         18          0         15         11         10       0.05          0          0 
    4606.0       0.63      95.03       12.3        109       7143       1922        736        8.2       1005         34         18          0         12         11         11       0.06          0          0 
    4607.0       0.67      89.82       12.3        109       7330       1917        736        8.5       1010         34         18          0         14          0         11       0.06          0          0 
    4608.0       0.69      87.57       12.5        110       6873       1925        736        9.1       1103         38         18          0         14          0         11       0.06          0          0 
    4609.0       0.65      91.64       12.5        110       6859       1919        736        9.2       1119         40         18          0         15         11         11       0.06          0          0 
    4610.0       0.69      86.45       12.7        110       8184       1926        736        9.0       1119         40         18          0         15         11          0       0.06          0          0 
    4611.0       0.66      91.32       12.8        109       7361       1923        736       10.4       1119         40         18          0         15         11         12       0.06          0          0 
    4612.0       0.66      90.62       12.8        110       7499       1921        736       10.3       1301         44         22          0         11         11          0       0.06          0          0 
    4613.0       0.68      87.72       13.6        110       7434       1926        736       10.8       1301         44         22          0         12         11          0       0.06          0          0 
    4614.0       0.66      90.53       13.0        110       7060       1916        736       11.3       1364         49         23         11         16         11          0       0.06          0          0 
    4615.0       0.70      85.82       12.4        109       6273       1915        736       11.3       1392         49         26         11         16         13         14       0.06          0          0 
    4616.0       0.66      90.91       13.4        110       7855       1927        736       10.7       1392         47         26          0         15         13         14       0.06          0          0 
    4617.0       0.67      89.16       13.2        110       7938       1910        736        9.9       1237         42         21          0         13          0          0       0.06          0          0 
    4618.0       0.63      94.50       13.0        110       8048       1911        736        9.2       1120         38         18          0         13          0         13       0.06          0          0 
    4619.0       0.63      94.93       12.6        110       7901       1907        736        8.9       1014         35         18          0         11          0         13       0.06          0          0 
    4620.0       0.62      96.32       13.0        109       7813       1899        736        8.3        936         33         18          0         11          0          0       0.05          0          0 
    4621.0       0.97      62.06       10.0        109       5332       1607        670        8.0        847         32         18         11         13         11         12       0.05          0          0 
    4622.0       0.67      89.73       12.6        110       6289       1365        616        7.5        769         29         18          0          0         13         14       0.05          0          0 
    4623.0       0.64      93.43       13.1        110       6787       1371        616        7.6        789         32         18          0         12         13         14       0.05          0          0 
    4624.0       0.69      86.98       13.0        110       5964       1367        616        7.8        836         33         18          0         12          0         11       0.04          0          0 
    4625.0       0.65      92.73       13.5        110       5755       1579        666        7.2        836         33         17          0         11         10         11       0.04          0          0 
    4626.0       0.67      89.58       14.0        109       6983       1906        738        7.2        532         19         12          0         11         10         11       0.06          0          0 
    4627.0       0.67      89.22       13.6        110       7522       1891        738        7.6        815         31         17          0          0         11          0       0.07          0          0 
    4628.0       0.93      64.73       15.0        110       6865       1899        738        8.1        845         35         19          0         11         13          0       0.07          0          0 
    4629.0       1.48      40.64       15.2        118       7506       1899        738        8.2        845         35         19          0         12         13         10       0.08          0          0 
    4630.0       1.85      32.38       15.5        120       5660       1907        738        8.2        871         36         19          0         11         13         13       0.08          0          0 
    4631.0       1.23      48.66       16.2        120       7709       1913        738        7.9        836         34         20          0          0         12         13       0.09          0          0 
    4632.0       0.70      85.88       16.8        120       7347       1929        738        7.9        845         34         20          0          0         12         15       0.09          0          0 
    4633.0       0.66      90.45       14.1        120       6859       1920        738        8.0        845         35         17          0          0         10         15       0.09          0          0 
    4634.0       0.66      90.89       13.3        120       7683       1925        738        8.3        872         36         17          0         12          0         11       0.09          0          0 
    4635.0       0.68      87.89       13.1        119       7575       1925        738        8.3        886         36         20          0         12         11          0       0.09          0          0 
    4636.0       0.65      92.77       13.2        119       7680       1926        738        8.1        833         33         16          0         12          0          0       0.09          0          0 
    4637.0       0.65      92.22       13.1        120       7956       1915        738        8.4        833         33         16          0         14         12          0       0.10          0          0 
    4638.0       0.66      91.01       12.8        120       8235       1919        738        8.9        965         39         20          0         14         12          0       0.09          0          0 
    4639.0       0.68      87.91       12.8        120       8291       1912        738        9.0        995         39         20          0         14         14          0       0.09          0          0 
    4640.0       0.65      92.85       13.0        119       8724       1909        738        8.8        995         39         19          0         12         14          0       0.09          0          0 
    4641.0       2.80      21.46        6.5        120       4629       1899        738        8.3        943         38         20         11         14         12         12       0.10          0          0 
    4642.0       0.67      89.48       12.2        120       7705       1903        738        8.5        907         38         20          0          0          0          0       0.10          0          0 
    4643.0       0.63      95.12       11.7        119       7824       1899        738        8.5        930         39         20          0         15         11         11       0.10          0          0 
    4644.0       0.67      89.28       12.8        120       7226       1916        738        8.5        942         39         20          0         15         11         12       0.10          0          0 
    4645.0       0.65      92.32       12.2        119       7077       1896        738        8.5        942         39         20          0         10          0         12       0.10          0          0 
    4646.0       0.68      88.36       12.3        120       7106       1903        738        8.6        969         36         18          0         10          0          0       0.10          0          0 
    4647.0       0.63      95.29       12.9        119       7726       1915        738        8.7        969         39         18          0          0          0          0       0.10          0          0 
    4648.0       0.62      96.56       12.3        119       7530       1914        738        9.4       1054         41         21          0         12          0          0       0.11          0          0 
    4649.0       0.62      96.61       12.7        119       7317       1912        738        9.6       1096         43         22          0         12          0          0       0.10          0          0 
    4650.0       0.58     103.70       12.1        120       7275       1910        738        9.6       1109         44         22          0         10         12         10       0.11          0          0 
    4651.0       0.65      92.59       12.1        119       7959       1924        738       10.0       1136         44         22          0         12         12         12       0.11          0          0 
    4652.0       0.68      88.81       12.3        119       7465       1919        738       10.0       1189         46         23          0         13         12         12       0.11          0          0 
    4653.0       0.67      89.46       11.9        119       6691       1915        738       10.5       1256         46         24          0         14         17          0       0.11          0          0 
    4654.0       0.63      95.26       12.5        119       7510       1929        738       10.5       1256         45         24          0         14         17         15       0.12          0          0 
    4655.0       0.66      91.49       11.9        119       7398       1921        738       10.5       1264         49         26          0         13         12         15       0.12          0          0 
    4656.0       0.63      95.26       12.5        120       8467       1923        738       10.6       1264         49         26          0         13         12          0       0.12          0          0 
    4657.0       0.66      91.47       13.0        119       7980       1937        738       10.4       1264         49         26          0         13         12         13       0.12          0          0 
    4658.0       0.66      90.53       13.6        120       8922       1934        738       10.4       1233         48         23          0         13         10          0       0.12          0          0 
    4659.0       0.76      78.94       15.0        120       8388       1931        738       10.2       1233         48         24          0         13         11          0       0.13          0          0 
    4660.0       1.33      45.14        7.6        115       5683       1526        616        3.4        303         15          0          0          0          0          0       0.36          0          0 
    4661.0       1.20      50.03        0.0        110       3944       1015        468        2.0        292         14          0          0          0          0          0      -0.01          0          0 
    4662.0       1.32      45.31        2.6         94       1506       1097        486        2.0        292         14          0          0          0          0          0      -0.01          0          0 
    4663.0       1.11      54.03        5.4         85        309       1148        495        1.6        237         12          0          0          0          0          0       0.00          0          0 
    4664.0       5.51      10.89       10.5         85        317       1162        495        2.0        292         14          0          0          0          0          0      -0.01          0          0 
    4665.0       4.26      14.08       14.0         85        300       1164        495        2.0        292         14          0          0          0          0          0      -0.01          0          0 
    4666.0       3.98      15.08       15.6         85        199       1175        497        2.0        292         14          0          0          0          0          0      -0.01          0          0 
    4667.0       3.27      18.32       15.9         87          1       1233        510        1.6        237         12          0          0          0          0          0       0.00          0          0 
    4668.0       3.62      16.57       17.8         87          1       1232        510        2.0        292         14          0          0          0          0          0      -0.01          0          0 
    4669.0       2.38      25.21       22.5         87          2       1245        510        2.0        292         14          0          0          0          0          0      -0.01          0          0 
    4670.0       2.39      25.15       25.9         88          3       1240        510        1.6        237         12          0          0          0          0          0       0.00          0          0 
    4671.0       1.42      42.38       25.7         87          2       1233        510        2.0        292         14          0          0          0          0          0      -0.01          0          0 
    4672.0       1.69      35.43       26.0         87          1       1223        510        2.1        328         17          0          0          0          0          0      -0.01          0          0 
    4673.0       2.27      26.38       26.5         87          1       1224        510        2.5        389         19         10          0          0          0          0      -0.01          0          0 
    4674.0       2.31      25.93       26.7         87          1       1219        510        2.9        448         21          0          0          0          0          0      -0.01          0          0 
    4675.0       2.44      24.59       26.6         87          3       1216        510        2.9        448         22          0          0          0          0          0      -0.01          0          0 
    4676.0       2.59      23.15       26.7         88          1       1225        510        2.7        393         19          0          0          0          0          0      -0.01          0          0 
    4677.0       2.86      20.95       25.9         87          1       1227        510        2.7        395         20         10          0          0          0          0      -0.01          0          0 
    4678.0       1.54      39.06       25.4         88          1       1241        512        2.9        396         20         11          0          0          0          0       0.01          0          0 
    4679.0       2.08      28.88       28.4         88         27       1281        515        2.8        336         20         12          0          0          0          0      -0.01          0          0 
    4680.0       1.86      32.31       27.4         88        166       1279        515        2.9        350         20         11          0          0          0          0      -0.01          0          0 
    4681.0       1.76      34.14       28.5         88        270       1282        515        2.7        329         18          0          0          0          0          0      -0.01          0          0 
    4682.0       2.16      27.79       29.2         88        339       1280        515        2.8        358         20          0          0          0          0          0      -0.01          0          0 
    4683.0       2.13      28.15       29.6         88        342       1278        515        2.9        373         18          0          0          0          0          0      -0.01          0          0 
    4684.0       2.15      27.93       29.5         88        399       1272        515        3.1        407         20          0          0          0          0          0      -0.01          0          0 
    4685.0       2.30      26.13       29.5         88        577       1259        515        3.1        412         20          0          0          0          0          0      -0.01          0          0 
    4686.0       2.23      26.95       29.5         88        557       1252        515        3.0        386         18          0          0          0          0          0      -0.01          0          0 
    4687.0       2.31      25.93       29.5         88        568       1250        515        2.9        374         18          0          0          0          0          0      -0.01          0          0 
    4688.0       2.28      26.36       30.1         88        558       1256        515        2.9        375         18          0          0          0          0          0      -0.01          0          0 
    4689.0       2.21      27.10       30.4         88        561       1257        515        3.0        397         19          0          0          0          0          0      -0.01          0          0 
    4690.0       2.24      26.75       30.7         88        553       1266        515        3.0        394         19          0          0          0          0          0      -0.01          0          0 
    4691.0       2.15      27.93       30.7         88        555       1277        515        2.8        382         16          0          0          0          0          0      -0.01          0          0 
    4692.0       2.09      28.72       30.8         88        578       1282        515        2.6        351         16          0          0          0          0          0      -0.01          0          0 
    4693.0       2.13      28.22       30.8         88        561       1287        515        2.6        348         16          0          0          0          0          0      -0.01          0          0 
    4694.0       2.13      28.15       31.2         88        551       1291        515        2.8        379         16          0          0          0          0          0      -0.01          0          0 
    4695.0       2.29      26.16       31.5         88        571       1287        515        3.1        404         17          0          0          0          0          0      -0.01          0          0 
    4696.0       1.95      30.75       32.3         88        559       1299        515        3.2        422         18          0          0          0          0          0      -0.01          0          0 
