 Bit Depth        ROP   ROP m/hr        WOB        RPM     TORQUE        SPP    FLWpmps T GAS main   C1  main   C2  main   C3  main   iC4 main   nC4 main   iC5 main   nC5 main        CO2   H2S Atmo   H2S Unit 
        ft       mn/f      ft/hr       klbs        rpm      lb*ft        psi        gpm   Units_20        ppm        ppm        ppm        ppm        ppm        ppm        ppm          %        ppm        ppm 
    3784.0       0.56     107.53        9.2        140       4759       1596        690        5.7        672         28         30          0         19          0          0       0.01          0          0 
    3785.0       0.58     102.67        9.2        140       4074       1600        690        5.8        711         28         32          0         22          0          0       0.01          0          0 
    3786.0       0.61      32.03        6.9        119       2697       1590        691        5.7        711         28         32         14         22          0          0       0.02          0          0 
    3787.0       0.51     117.97        9.4        140       5115       1594        691        5.6        679         26         29          0         22          0         10       0.01          0          0 
    3788.0       0.61      32.03        6.9        119       2697       1590        691        6.5        679         34         53         26         41         16         17       0.02          0          0 
    3789.0       0.61      32.03        6.9        119       2697       1590        691        6.5        679         34         53         26         41         16         17       0.02          0          0 
    3790.0       0.64      94.04        6.1        107       4001       1568        691        5.3        558         26         34         12         22          0         12       0.02          0          0 
    3791.0       0.51     117.94        6.8        140       4654       1568        691        6.2        558         26         34         12         22          0         12       0.03          0          0 
    3792.0       0.51     116.57        6.3        140       4550       1563        691        7.1        709         29         40         13         27          0         11       0.03          0          0 
    3793.0       0.51     117.50        6.2        139       4930       1567        691        8.1        875         36         45         17         32         10         11       0.03          0          0 
    3794.0       0.47     127.05        6.0        139       4862       1556        691        8.4        966         40         50         21         34         14          0       0.03          0          0 
    3795.0       0.86      69.53        7.6        140       4722       1560        691        9.3       1082         43         53         21         39         14         14       0.03          0          0 
    3796.0       0.50     120.46        6.1        140       4720       1568        691       10.2       1224         51         58         25         41         20         19       0.04          0          0 
    3797.0       0.49     122.00        6.8        140       4744       1573        691       10.8       1224         51         58         25         41         20         19       0.04          0          0 
    3798.0       0.48     125.32        6.4        139       4857       1561        691       10.8       1345         57         63         24         45         20         17       0.03          0          0 
    3799.0       0.54     111.76        6.7        139       5135       1567        691        9.7       1345         57         63         24         45         20         17       0.03          0          0 
    3800.0       0.52     115.54        6.7        139       4712       1572        691        8.4       1092         44         48         19         35         12         12       0.03          0          0 
    3801.0       0.47     127.69        6.4        139       4764       1373        643        7.6        942         36         42         13         29          0         11       0.03          0          0 
    3802.0       0.50     118.87        6.5        139       4269       1395        648        7.3        905         36         37         16         27          0         12       0.03          0          0 
    3803.0       0.52     115.48        6.2        140       4843       1399        647        7.2        905         36         37         16         27          0         12       0.03          0          0 
    3804.0       0.65      15.87        2.2        111       2050       1438        656        6.9        859         31         38         14         25          0         11       0.03          0          0 
    3805.0       0.71      84.31        5.5        139       4338       1602        698        4.1        482         19         22          0         16          0          0       0.03          0          0 
    3806.0       0.76      78.44        6.3        140       4301       1607        698        4.5        550         20         25          0         16          0          0       0.03          0          0 
    3807.0       0.66      90.36        6.6        139       4432       1607        698        4.9        550         20         25          0         15          0          0       0.03          0          0 
    3808.0       0.52     115.18        7.0        139       4500       1614        698        5.0        614         24         28          0         18          0          0       0.03          0          0 
    3809.0       0.50     120.04        6.8        139       5365       1614        698        5.4        653         24         31          0         20          0          0       0.03          0          0 
    3810.0       0.53     113.29        6.4        139       4789       1600        698        5.4        673         24         31          0         20          0          0       0.03          0          0 
    3811.0       0.47     126.47        6.9        139       5367       1602        698        6.0        673         24         30          0         19          0          0       0.04          0          0 
    3812.0       0.44     136.52        6.4        140       4707       1605        698        6.3        779         30         33         11         23          0          0       0.04          0          0 
    3813.0       0.53     112.92        6.9        139       4457       1599        698        6.3        793         30         35         13         24          0          0       0.03          0          0 
    3814.0       0.41     147.48        6.7        139       4506       1597        698        6.1        793         28         35         13         24          0          0       0.03          0          0 
    3815.0       0.43     139.21        7.0        139       4528       1606        698        5.9        793         28         35         13         24          0          0       0.03          0          0 
    3816.0       0.50     120.43        6.4        139       4339       1588        698        5.9        739         28         30          0         20          0          0       0.04          0          0 
    3817.0       0.48     125.35        6.3        139       4730       1591        698        6.3        739         28         30          0         20          0          0       0.04          0          0 
    3818.0       0.48     125.62        6.3        139       4213       1591        698        7.2        819         32         35         12         24          0          0       0.05          0          0 
    3819.0       0.56     106.38        7.0        139       4362       1595        698        9.3       1182         45         49         19         35         14         12       0.05          0          0 
    3820.0       0.58     103.58        7.2        139       4211       1610        698       10.7       1375         56         57         27         41         15         18       0.06          0          0 
    3821.0       0.55     108.74        7.0        139       4335       1608        698       11.3       1375         56         57         27         41         15         18       0.05          0          0 
    3822.0       0.60      99.94        7.3        140       4524       1608        698       11.4       1411         56         61         26         42         24         18       0.05          0          0 
    3823.0       0.63      95.62        7.0        140       4008       1608        698       11.1       1411         56         61         26         44         24         18       0.05          0          0 
    3824.0       0.62      96.28        5.9        139       4767       1606        698       10.0       1247         49         54         22         38         12         12       0.04          0          0 
    3825.0       0.63      95.18        6.6        139       3914       1411        646        8.2       1247         49         54         22         38         12         12       0.04          0          0 
    3826.0       0.64       9.80        2.8        102       1730       1466        661        6.2        689         27         36         18         30         11         15       0.03          0          0 
    3827.0       0.50     119.69        5.4        139       3737       1547        687        5.9        549         25         37         18         33          0          0       0.03          0          0 
    3828.0       0.50     119.63        6.1        139       3934       1562        687        6.5        549         25         37         18         33          0          0       0.03          0          0 
    3829.0       0.49     122.46        6.6        139       5107       1562        687        6.9        670         31         42         20         35          0         16       0.03          0          0 
    3830.0       0.51     117.30        6.8        139       4643       1561        687        7.9        823         37         47         23         37         11         16       0.03          0          0 
    3831.0       0.45     133.15        6.9        139       4401       1565        687        8.4        823         37         47         23         37         11          0       0.03          0          0 
    3832.0       0.51     117.98        6.3        139       4669       1562        687        8.4        940         38         54         25         40         17         19       0.03          0          0 
    3833.0       0.49     123.26        6.8        139       4672       1566        687        8.3        940         38         54         25         40         17         19       0.03          0          0 
    3834.0       0.47     127.54        7.2        139       4663       1575        687        9.2        919         35         48         23         38         11         16       0.03          0          0 
    3835.0       0.50     119.51        6.6        140       4470       1560        687        9.9       1089         45         56         27         44         17         19       0.03          0          0 
    3836.0       0.49      63.12        7.9        140       5090       1568        687       10.1       1197         51         60         29         44         22         20       0.03          0          0 
    3837.0       0.55     108.69        6.3        139       4320       1556        684       10.1       1198         51         60         29         44         22         20       0.02          0          0 
    3838.0       0.65      59.02        4.7        121       3691       1357        632        9.6       1198         48         59         28         46         20         24       0.03          0          0 
    3839.0       0.62      96.29        5.2        126       3497       1599        694        7.9        690         32         46         22         38         16         16       0.02          0          0 
    3840.0       0.51     117.12        5.4        139       3834       1578        694        8.5        846         39         53         27         43         22         18       0.02          0          0 
    3841.0       0.50     120.82        7.4        139       4620       1591        694        8.2        846         39         53         27         43         22         18       0.02          0          0 
    3842.0       0.53     112.21        7.2        139       4380       1595        694        6.3        713         30         42         18         34         12         15       0.02          0          0 
    3843.0       0.65      92.70        7.1        139       3506       1610        694        5.2        713         30         42         18         34         12         15       0.02          0          0 
    3844.0       0.65      92.64        7.0        139       3900       1617        694        8.6        651         25         36         13         26          0          0       0.03          0          0 
    3845.0       0.54     110.88        7.2        139       4435       1603        694       10.7       1152         48         58         27         46         21         17       0.03          0          0 
    3846.0       0.50     119.66        7.9        139       4724       1608        694       11.1       1210         51         63         29         50         26         19       0.03          0          0 
    3847.0       0.64      94.22        8.0        140       4298       1582        694       10.1       1210         51         63         29         50         26         19       0.03          0          0 
    3848.0       0.67      89.82        7.2        139       3478       1598        694        9.5        704         27         40         16         32         12         12       0.03          0          0 
    3849.0       0.66      90.44        7.4        139       3347       1600        694       11.7        704         27         40         16         32         12         12       0.03          0          0 
    3850.0       0.98      61.27        7.3        139       3372       1602        694       11.7       1355         56         69         34         56         27         23       0.02          0          0 
    3851.0       1.71      35.14        7.5        139       2621       1609        694        8.7       1355         56         69         34         56         27         23       0.02          0          0 
    3852.0       0.78      76.94        7.2        140       4017       1585        694        8.4        947         41         52         57         22         37          0       0.01          0          0 
    3853.0       0.56     106.35        7.1        139       4654       1583        694        8.8       1096         46         57         27         20          0          0       0.01          0          0 
    3854.0       0.54     111.99        6.8        140       4190       1572        694        9.5       1068         41         40         16          0          0          0       0.01          0          0 
    3855.0       0.57     105.66        7.0        139       4303       1577        694        9.3       1096         46         69         34          0          0          0       0.01          0          0 
    3856.0       0.62      96.87        7.3        139       3937       1585        694        7.8       1236         46         69         57          0          0          0       0.01          0          0 
    3857.0       0.51     116.56        7.3        139       4301       1579        694        4.4        516         23         15         33          0          0          0       0.02          0          0 
    3858.0       0.54     110.12        7.1        139       4494       1565        694        4.7        516         22         26         11         20          0          0       0.03          0          0 
    3859.0       0.49     122.56        7.4        139       4665       1572        694        7.8        537         23         26         19         20          0          0       0.03          0          0 
    3860.0       0.46     129.05        7.6        140       4979       1570        694        9.3       1068         42         54         24         39         15          0       0.03          0          0 
    3861.0       0.54     112.00        7.5        139       4284       1572        694        9.5       1096         46         57         27         40         19         11       0.03          0          0 
    3862.0       0.53     112.89        7.1        139       4435       1572        694        8.8       1096         46         57         27         40         19         11       0.03          0          0 
    3863.0       0.54     110.65        6.6        139       3885       1568        694        8.4       1096         46         57         27         40         19         17       0.03          0          0 
    3864.0       0.55     108.86        7.4        139       4387       1574        694        8.7        947         41         51         22         37          0         13       0.03          0          0 
    3865.0       0.54     110.93        7.8        139       4014       1570        694        8.9       1013         43         51         25         40         18         13       0.03          0          0 
    3866.0       0.56     106.96        7.4        139       4084       1573        694        9.2       1050         47         55         26         43         18         19       0.04          0          0 
    3867.0       0.55     110.08        7.7        139       4502       1580        694       10.8       1259         52         63         30         46         17         20       0.04          0          0 
    3868.0       0.61      97.80        7.5        139       3668       1585        694       12.5       1526         64         74         33         52         23         26       0.04          0          0 
    3869.0       0.56     106.38        7.5        139       3909       1571        694       12.8       1526         64         74         33         52         23         26       0.04          0          0 
    3870.0       0.61      98.56        7.6        140       4052       1584        694       13.3       1578         65         72         34         52         30         25       0.04          0          0 
    3871.0       0.69      86.63        7.3        139       3571       1581        694       14.0       1684         67         79         35         58         30         27       0.04          0          0 
    3872.0       0.63      95.27        7.2        140       3712       1584        694       14.1       1739         71         82         38         59         30         28       0.04          0          0 
    3873.0       0.94      63.50        7.5        139       3500       1599        694       14.1       1739         71         82         38         59         30         28       0.04          0          0 
    3874.0       0.90      66.54        6.5        140       3205       1583        694       12.8       1657         68         78         35         58         27         24       0.04          0          0 
    3875.0       1.15      52.04        6.9        139       3238       1597        694       13.2       1581         68         79         37         58         27         29       0.04          0          0 
    3875.0       1.15      52.04        6.9        139       3238       1597        694        3.5        286         12         22          0         19          0          0       0.05          0          0 
    3876.0       1.10      53.35        6.9        135       2405       1590        688        3.5        286         12         22          0         19          0          0       0.05          0          0 
    3877.0       0.70      86.11        5.5         83       3493       1416        647       13.0       1533         66         79         37         59         31         28       0.05          0          0 
    3878.0       0.81      73.81        5.8         83       3499       1231        585        3.1        209         11         18         10         21          0         11 -999999.00          0          0 
    3879.0       0.62      96.61        6.3         83       3639       1321        614        3.4        249         11         22         10         21          0         11       0.05          0          0 
    3880.0       0.71      84.87        6.0         83       3460       1258        604        3.5        286         12         22          0         19          0          0       0.05          0          0 
    3881.0       0.71      84.87        6.0         83       3460       1258        604        3.5        286         12         22          0         19          0          0       0.05          0          0 
    3882.0       0.67      90.11        6.1         83       3698       1345        625        3.5        286         12         22          0         19          0          0       0.05          0          0 
    3883.0       0.64      93.55        6.4         83       3705       1406        641        4.0        313         14         22          0         19          0          0       0.06          0          0 
    3884.0       0.63      95.14        6.2         83       3838       1513        670        4.3        381         15         27         10         20          0          0       0.05          0          0 
    3885.0       0.65      92.21        6.1         83       3681       1608        692        4.5        421         17         27         14         23         11          0       0.04          0          0 
    3886.0       0.67      89.93        6.3         83       3446       1611        692        5.0        464         18         28         12         23          0         10       0.03          0          0 
    3887.0       0.60      99.76        6.5         98       3647       1580        692        5.6        545         24         31         13         26          0         10       0.03          0          0 
    3888.0       0.52     115.19        4.9        140       4163       1588        692        6.1        545         24         31         13         26          0          0       0.04          0          0 
    3889.0       0.52     115.19        4.9        140       4163       1588        692        6.5        642         25         37         17         30         12         11       0.04          0          0 
    3890.0       0.49     122.80        5.6        140       4052       1604        692        6.8        698         29         39         19         34         12         17       0.05          0          0 
    3891.0       0.46     129.57        5.7        141       4385       1603        692        7.1        755         31         41         21         35         11         17       0.05          0          0 
    3892.0       0.51     118.53        4.6        140       4201       1596        692        7.3        755         31         41         21         35         11         14       0.05          0          0 
    3893.0       0.50     119.81        5.5        140       4256       1607        692        7.8        794         36         44         23         36         15         14       0.06          0          0 
    3894.0       0.50     119.47        5.1        141       4292       1595        692        8.0        871         36         46         23         39         17         16       0.05          0          0 
    3895.0       0.49     122.80        5.5        140       4241       1601        692        8.0        871         35         46         23         39         17         16       0.05          0          0 
    3896.0       0.46     129.04        4.9        140       3956       1593        692        7.1        733         32         40         19         31          0         16       0.05          0          0 
    3897.0       0.50     118.84        5.6        140       4233       1607        692        6.6        733         32         40         19         32          0         16       0.05          0          0 
    3898.0       0.51     118.00        5.8        141       4312       1617        692        6.9        690         28         38         18         32          0         16       0.05          0          0 
    3899.0       0.47     127.69        5.6        140       4343       1599        692        6.9        721         29         38         18         32         12         17       0.05          0          0 
    3900.0       0.50     119.43        5.6        140       3871       1604        692        6.0        721         29         37         17         31         12         17       0.02          0          0 
    3901.0       0.49     122.86        5.6        140       4383       1601        692        3.8        411         14         21          0         16          0          0       0.02          0          0 
    3902.0       0.48     125.29        6.1        140       4800       1609        692        2.4        411         14         21          0         16          0          0       0.02          0          0 
    3903.0       0.56     107.26        6.6        141       4621       1614        692        1.9        199          0          0          0          0          0          0       0.02          0          0 
    3904.0       0.53     112.71        6.3        140       4369       1612        692        1.6        151          0          0          0          0          0          0       0.02          0          0 
    3905.0       0.51     118.23        6.1        140       4045       1612        692        1.4        151          0          0          0          0          0          0       0.02          0          0 
    3906.0       0.53     113.55        6.3        140       4359       1604        692        2.1        169          0          0          0          0          0          0       0.03          0          0 
    3907.0       0.51     116.51        7.0        140       4362       1615        692        3.5        391         16         20         10         14          0          0       0.04          0          0 
    3908.0       0.53     113.65        6.8        141       4095       1612        692        6.5        391         16         20         10         14          0          0       0.05          0          0 
    3909.0       0.53     113.69        5.8        140       4657       1599        692        9.2        835         37         46         25         38         19         18       0.05          0          0 
    3910.0       0.48     125.74        5.9        140       4686       1612        692       10.3       1114         50         60         34         55         27         23       0.05          0          0 
    3911.0       0.52     115.75        5.8        141       4331       1606        692       10.7       1114         50         60         34         55         27         23       0.05          0          0 
    3912.0       0.51     118.60        6.4        140       4059       1612        692       11.2       1163         53         63         36         54         30         28       0.05          0          0 
    3913.0       0.46     130.73        5.6        141       4518       1605        692       11.6       1238         57         67         38         57         31         29       0.05          0          0 
    3914.0       0.47     127.80        5.8        140       4412       1605        692       11.8       1238         57         67         38         57         31         29       0.05          0          0 
    3915.0       0.55     109.64        6.3        140       4214       1619        692       11.7       1262         58         67         38         57         35         29       0.04          0          0 
    3916.0       0.50     119.69        6.4        141       4280       1612        692        8.7       1262         58         67         36         57         35         28       0.02          0          0 
    3917.0       0.52     115.88        6.8        141       4139       1622        692        4.0        570         25         31         16         26         14         10       0.02          0          0 
    3918.0       0.47     128.93        6.1        140       3887       1603        692        2.2        189          0          0          0         10          0          0       0.02          0          0 
    3919.0       0.57     105.57        6.8        140       4618       1610        692        1.8        189          0          0          0         10          0          0       0.02          0          0 
    3920.0       0.63      95.29        6.5        140       4395       1614        692        1.5        136          0          0          0          0          0          0       0.01          0          0 
    3921.0       0.67      89.78        6.8        141       4045       1622        692        1.6        154          0          0          0          0          0          0       0.03          0          0 
    3922.0       0.62      97.41        6.2        140       3455       1621        692        5.9        349         15         18          0         13          0          0       0.04          0          0 
    3923.0       0.63      94.53        6.2        140       3456       1623        692        9.4        962         45         51         31         42         27         20       0.05          0          0 
    3924.0       0.80      74.93        6.7        140       3911       1614        692       10.4       1131         51         62         37         51         31         29       0.05          0          0 
    3925.0       1.15      52.35        6.7        140       3709       1630        692       10.2       1131         51         62         37         51         31         29       0.05          0          0 
    3926.0       0.92      65.52        6.5        140       3471       1618        692        9.6        979         46         56         33         50         28         28       0.03          0          0 
    3927.0       0.94      64.12        7.3        140       3521       1627        692        4.4        589         26         35         18         31         17         13       0.02          0          0 
    3928.0       0.72      83.18        7.1        141       4414       1626        692        2.7        177          0          0          0         11          0          0       0.05          0          0 
    3929.0       0.68      87.61        7.4        140       4721       1620        692        9.8        741         33         38         20         32         18          0       0.06          0          0 
    3930.0       0.61      98.42        7.4        140       4418       1628        692       13.4       1483         60         75         42         64         40         31       0.06          0          0 
    3931.0       0.48     125.68        6.6        140       5110       1609        692       13.4       1483         60         75         42         64         40         31       0.06          0          0 
    3932.0       0.49     121.41        6.8        141       5021       1618        692       11.3       1196         53         65         37         59         35         30       0.04          0          0 
    3933.0       0.64      93.04        7.0        140       4610       1618        692        7.4       1196         53         65         37         59         35         30       0.03          0          0 
    3934.0       0.68      88.23        6.8        140       4348       1622        692        2.9        515         23         31         16         27         14         16       0.03          0          0 
    3935.0       0.61      98.63        7.0        140       4478       1626        692        4.0        201          0          0          0          0          0          0       0.06          0          0 
    3936.0       0.54     111.96        6.9        140       4945       1616        692        9.6        201          0          0          0          0          0          0       0.08          0          0 
    3937.0       0.45     133.52        6.6        140       5246       1614        692       13.4       1046         49         55         33         46         29         25       0.08          0          0 
    3938.0       0.57     104.42        5.9        140       4992       1608        692       14.1       1564         70         82         47         68         44         40       0.07          0          0 
    3939.0       0.50     120.13        6.8        141       4865       1610        692       13.5       1564         70         82         47         68         44         40       0.04          0          0 
    3940.0       0.51     118.32        5.7        140       4911       1618        692        8.3       1041         47         57         32         52         31         28       0.01          0          0 
    3941.0       0.63      95.19        6.7        140       4600       1624        692        0.6         55          0          0          0          0          0          0       0.02          0          0 
    3942.0       0.55     109.50        5.7        140       4460       1601        692        0.6         59          0          0          0          0          0          0       0.01          0          0 
    3943.0       0.55     108.21        7.0        140       5058       1630        692        0.7         70          0          0          0          0          0          0       0.01          0          0 
    3944.0       0.63      95.19        6.5        140       5163       1619        692        0.8         80          0          0          0          0          0          0       0.01          0          0 
    3945.0       0.71      84.19        6.8        140       4472       1617        692        0.8         92          0          0          0          0          0          0       0.02          0          0 
    3946.0       0.55     108.26        6.6        140       4600       1626        692        0.8         92          0          0          0          0          0          0       0.01          0          0 
    3947.0       0.54     110.54        6.5        141       4632       1614        692        0.8         89          0          0          0          0          0          0       0.02          0          0 
    3948.0       0.46     129.08        7.4        140       4650       1631        692        0.8         89          0          0          0          0          0          0       0.01          0          0 
    3949.0       0.50     118.99        7.1        141       5096       1621        692        0.8         96          0          0          0          0          0          0       0.02          0          0 
    3950.0       0.48     124.64        6.7        140       5390       1617        692        0.8         96          0          0          0          0          0          0       0.01          0          0 
    3951.0       0.56     107.55        7.4        140       5009       1621        692        0.8        100          0          0          0          0          0          0       0.01          0          0 
    3952.0       0.60      99.77        7.4        140       4759       1619        692        0.8        100          0          0          0          0          0          0       0.01          0          0 
    3953.0       0.59     102.17        7.6        141       5021       1624        692        0.9        100          0          0          0          0          0          0       0.01          0          0 
    3954.0       1.08      55.71        7.8        140       4711       1622        692        0.9        109          0          0          0          0          0          0       0.02          0          0 
    3955.0       2.00      30.05        7.6        140       4012       1617        692        0.8         97          0          0          0          0          0          0       0.02          0          0 
    3956.0       0.71      84.13        7.1        140       4754       1621        692        0.8         97          0          0          0          0          0          0       0.02          0          0 
    3957.0       0.64      93.61        7.1        140       4349       1609        692        1.2         93          0          0          0          0          0          0       0.04          0          0 
    3958.0       0.55     108.97        7.2        140       4491       1613        692        3.4        163          0          0          0          0          0          0       0.05          0          0 
    3959.0       0.58     102.96        7.6        140       4499       1615        692        4.8        516         22         23         10         19         11          0       0.05          0          0 
    3960.0       0.55     108.37        7.4        140       4373       1545        677        5.1        573         24         27         15         22         11         14       0.05          0          0 
    3961.0       0.74      80.72        7.3        140       4452       1363        627        5.4        623         27         31         15         24         14         14       0.05          0          0 
    3962.0       0.70      85.56        6.8        140       4181       1335        621        5.5        627         27         31         14         25         14         13       0.06          0          0 
    3963.0       0.66      90.56        6.7        140       4699       1396        632        5.5        627         26         29         16         25         14          0       0.05          0          0 
    3964.0       0.63      94.60        6.5        141       4477       1284        608        5.5        617         26         30         16         24         14          0       0.05          0          0 
    3965.0       0.62      96.10        5.9        140       4989       1399        638        5.5        616         26         30         13         23          0          0       0.05          0          0 
    3966.0       0.66      90.56        4.8        124       2991       1567        681        8.4        914         40         49         29         42         25         22       0.08          0          0 
    3967.0       0.50     118.82        5.5        135       5514       1603        695        4.1        335         16         23         11         18          0          0       0.05          0          0 
    3968.0       0.51     118.00        6.1        140       5189       1610        695        4.9        438         18         27         13         22         14         10       0.05          0          0 
    3969.0       0.54     110.64        6.2        140       5137       1606        695        5.4        438         18         27         13         22         14         10       0.05          0          0 
    3970.0       0.48     126.04        6.6        140       5242       1613        695        5.8        587         26         32         14         28         16         15       0.05          0          0 
    3971.0       0.58     103.17        7.9        141       5485       1620        695        5.9        587         26         32         14         28         16         15       0.05          0          0 
    3972.0       0.51     117.42        7.4        140       5729       1620        695        6.2        654         26         33         17         30         16         15       0.05          0          0 
    3973.0       0.49     122.80        6.9        140       5735       1613        695        6.6        731         31         35         17         30         11         15       0.05          0          0 
    3974.0       0.48     124.53        6.2        140       5085       1560        686        7.1        731         31         35         17         28         11         15       0.05          0          0 
    3975.0       0.50     120.37        6.7        141       5401       1318        618        7.9        849         31         40         23         34         21         16       0.05          0          0 
    3976.0       0.49     122.86        6.9        140       5827       1422        645        8.1        930         36         43         23         34         21         20       0.05          0          0 
    3977.0       0.46     131.09        7.5        140       5318       1341        625        8.4        930         36         43         23         33         20         20       0.05          0          0 
    3978.0       0.52     115.22        7.6        140       5733       1454        654        9.2       1026         41         45         25         37         23         22       0.06          0          0 
    3979.0       0.53     112.92        7.1        140       5216       1326        624        9.9       1026         41         45         25         37         23         22       0.06          0          0 
    3980.0       0.46     129.62        7.4        140       5203       1350        626       10.2       1195         49         52         29         40         23         15       0.05          0          0 
    3981.0       0.52     115.17        7.4        140       5393       1463        661       10.2       1195         49         52         29         44         27         24       0.05          0          0 
    3982.0       0.47     126.37        7.6        140       5321       1455        657        9.0       1180         45         49         26         44         27         24       0.02          0          0 
    3983.0       0.51     116.53        7.4        140       5600       1589        689        8.2       1180         45         49         26         44         27         24       0.05          0          0 
    3984.0       0.47     128.98        7.6        140       5433       1587        689        9.7       1118         46         48         27         40         27         21       0.05          0          0 
    3985.0       0.50     119.82        7.3        141       5685       1590        689       10.0       1118         46         48         27         40         27         21       0.05          0          0 
    3986.0       0.51     116.82        8.2        140       5974       1593        689       10.2       1181         51         50         27         44         23         22       0.05          0          0 
    3987.0       0.51     117.49        7.6        140       5929       1586        689       10.6       1246         54         52         28         44         28         23       0.05          0          0 
    3988.0       0.48     126.26        7.0        140       5697       1583        689       10.6       1246         54         52         28         42         28         23       0.05          0          0 
    3989.0       0.46     129.56        7.3        141       6059       1580        689       10.5       1246         54         52         29         42         28         25       0.05          0          0 
    3990.0       0.50     120.37        7.8        141       6153       1589        689       10.4       1219         52         51         30         42         27         25       0.05          0          0 
    3991.0       0.52     114.92        8.4        140       5670       1597        689       10.6       1233         52         55         30         44         31         23       0.05          0          0 
    3992.0       0.55     109.49        7.7        140       5266       1597        689       10.7       1233         51         55         28         44         31         20       0.05          0          0 
    3993.0       0.52     115.22        8.0        141       5408       1590        689       11.2       1233         52         55         28         46         31         28       0.05          0          0 
    3994.0       0.52     115.31        7.8        141       5310       1588        689       11.2       1298         52         57         30         46         28         28       0.05          0          0 
    3995.0       0.50     120.88        7.4        140       5510       1584        689       11.2       1298         51         57         30         45         28         27       0.06          0          0 
    3996.0       0.49     123.17        7.0        140       5591       1572        689       11.5       1325         55         57         30         45         29         27       0.06          0          0 
