  MeasDpth Clmn3 Lt N  %Cutt  #1   Code  #1  %Cutt  #2   Code  #2  %Cutt  #3   Code  #3  %Cutt  #4   Code  #4  %Cutt  #5   Code  #5 Tn ClmCo 1 Tn ClmCo 2 Tn ClmCo 3 
        ft        Nb.          %       Code          %       Code          %       Code          %       Code          %       Code       Code       Code       Code 
    254.04        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    255.35        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    256.66        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    257.78        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    259.09        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    260.40        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    261.71        407          0          0          0          0          0          0          0          0          0          0          0          0          5 
    262.96        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    263.03        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    264.34        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    265.65        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    266.96        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    268.27        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    269.59        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    270.90        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    272.21        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    273.52        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    274.84        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    276.15        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    277.46        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    278.77        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    280.09        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    281.40        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    282.71        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    284.02        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    285.33        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    286.65        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    287.96        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    289.27        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    290.58        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    291.90        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    293.21        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    294.52        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    295.83        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    297.15        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    298.46        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    299.77        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    301.08        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    302.40        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    303.71        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    304.99        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    305.51        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    309.45        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    310.76        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    311.52        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    312.83        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    313.39        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    314.70        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    315.45        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    316.77        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    317.32        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    318.64        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    319.95        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    321.26        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    322.57        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    323.88        407          0          0          0          0          0          0          0          0          0          0          0          0          5 
    325.39        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    326.71        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    327.82        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    328.02        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    329.33        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    330.64        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    331.96        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    333.27        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    334.58        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    335.89        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    336.09        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    337.40        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    338.71        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    339.83        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    340.94        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    341.34        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    342.65        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    343.96        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    344.88        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    345.28        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    346.59        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    347.90        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    348.82        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    350.00        407          0          0          0          0          0          0          0          0     100.00        407          0          0          0 
    350.53        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    351.84        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    352.95        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    353.94        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    354.46        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    355.77        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    356.89        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    357.87        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    358.40        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    359.71        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    360.83        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    361.94        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    362.34        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    363.65        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    364.96        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    365.88        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    366.27        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    367.59        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    368.90        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    369.82        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    371.00        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    371.52        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    372.83        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    373.95        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    374.93        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    375.46        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    376.77        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    377.89        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    378.87        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    379.40        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    380.74        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    381.82        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    382.94        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    383.37        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    384.68        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    385.99        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    386.88        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    387.30        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    388.62        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    389.93        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    390.81        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    391.99        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    392.55        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    393.86        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    394.95        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    395.93        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    396.49        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    397.80        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    398.88        407          0          0          0          0          0          0          0          0          0          0          0          0          0 
    400.00        407          0          0          0          0          0          0          0          0     100.00        407          0          0          0 
    400.62        406          0          0          0          0          0          0          0          0          0          0          0          0          0 
    401.94        406          0          0          0          0          0          0          0          0          0          0          0          0          0 
    402.82        406          0          0          0          0          0          0          0          0          0          0          0          0          0 
    403.41        406          0          0          0          0          0          0          0          0          0          0          0          0          0 
    404.72        406          0          0          0          0          0          0          0          0          0          0          0          0          0 
    405.87        406          0          0          0          0          0          0          0          0          0          0          0          0          0 
    406.76        406          0          0          0          0          0          0          0          0          0          0          0          0          0 
    407.35        406          0          0          0          0          0          0          0          0          0          0          0          0          0 
    408.66        406          0          0          0          0          0          0          0          0          0          0          0          0          0 
    409.97        406          0          0          0          0          0          0          0          0          0          0          0          0          0 
    410.70        406          0          0          0          0          0          0          0          0          0          0          0          0          0 
    411.29        406          0          0          0          0          0          0          0          0          0          0          0          0          0 
    412.60        406          0          0          0          0          0          0          0          0          0          0          0          0          0 
    413.91        406          0          0          0          0          0          0          0          0          0          0          0          0          0 
    414.63        406          0          0          0          0          0          0          0          0          0          0          0          0          0 
    415.94        406          0          0          0          0          0          0          0          0          0          0          0          0          0 
    416.99        406          0          0          0          0          0          0          0          0          0          0          0          0          0 
    417.68        406          0          0          0          0          0          0          0          0          0          0          0          0          0 
